"code","iso","country","PM3.raw.2008","PM3.raw.2009","PM3.raw.2010","PM3.raw.2011","PM3.raw.2012","PM3.raw.2013","PM3.raw.2014","PM3.raw.2015"
4,"AFG","Afghanistan",5.41737462778662,0,0,1.99606523354677,0,1.46621404269568,0.155656698621257,5.21197032798394
8,"ALB","Albania",0,0,0,0,0,0,0,0
12,"DZA","Algeria",0,0,0,0,0,0,0,0
16,"ASM","American Samoa",0,0,0,0,0,0,0,0
20,"AND","Andorra",0,0,0,0,0,0,0,0
24,"AGO","Angola",3.72910091218106,2.01186096381195,2.00984333154756,1.95615288785118,3.5795615646167,15.6207164335628,3.01931479938806,8.80958940308321
660,"AIA","Anguilla",0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",0,0,0,0,0,0,0,0
32,"ARG","Argentina",1.22541193372181,1.42202194490044,1.42545368928575,0.0922875641439407,0.113003193676408,1.46618665445051,0.319476487679645,0.049213968997401
51,"ARM","Armenia",0,0,0.103552422171448,0,0,0,0,4.16018331844701
533,"ABW","Aruba",0,0,0,0,0,0,0,0
36,"AUS","Australia",0,0,0,0,0,0,0,0
40,"AUT","Austria",0,0,0,0,0,0,0,0
31,"AZE","Azerbaijan",0.0780190330893288,0,0.0848848276900204,0,0,0.00458894906297986,0.316269037957706,9.00714112876856
44,"BHS","Bahamas",0,0,0,0,0,0,0,0
48,"BHR","Bahrain",0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",99.1052545208628,99.6804757771696,98.8971213558527,98.7360792706,99.5544542514144,99.4859321109116,99.6656350490627,99.7456092924857
52,"BRB","Barbados",0,0,0,0,0,0,0,0
112,"BLR","Belarus",0,0,0.0295698256532643,0,0,0,0,0
56,"BEL","Belgium",0,0,0,0,0,0,0,0
84,"BLZ","Belize",0,0,0,0,0,0,0,0
204,"BEN","Benin",0,0,0,0,0,0,0,0
60,"BMU","Bermuda",0,0,0,0,0,0,0,0
64,"BTN","Bhutan",28.449496790164,44.5534106441744,29.38566305547,20.2360077167935,41.1218753658402,39.1378106468431,44.338322238276,45.1754957043826
68,"BOL","Bolivia",1.49559012441903,0.00571652310750816,5.92062898477833,2.2279469208285,1.78976133048123,0.0897652675832867,1.6634122001059,0.997327408933451
70,"BIH","Bosnia and Herzegovina",0,0,0,0,0,0,0,0
72,"BWA","Botswana",0,0,0.265826534465672,0,0,0,0,22.0871701034659
76,"BRA","Brazil",0,0,0.236037355963259,0.0104202820186044,0,0.125047676917133,0,0.191835714365693
92,"VGB","British Virgin Islands",0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0,0
100,"BGR","Bulgaria",0,0,0,0,0,0,0,0
854,"BFA","Burkina Faso",0,0,0,0,0,0,0,0
108,"BDI","Burundi",1.67377179509984,1.52847116909948,0.109074491818495,1.68179034056889,5.41014159391505,5.60703704765481,2.29221595377669,6.24670256328627
116,"KHM","Cambodia",0,0,0,0,0.00502833307591515,3.45677928228556,0.0693594808602522,0.00150131863984414
120,"CMR","Cameroon",0,0,2.14718667476174,0,0.246335936823908,0.0220180900556337,0.0481269514843631,0.0310603793655267
124,"CAN","Canada",0,0,0,0,0,0.00553810398227617,0,0
132,"CPV","Cape Verde",0,0,0,0,0,0,0,0
136,"CYM","Cayman Islands",0,0,0,0,0,0,0,0
140,"CAF","Central African Republic",0,0,4.43415427045054,9.21628447037775,0,7.36658425263972,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0
152,"CHL","Chile",17.697132275261,13.721956244748,6.12456412659755,20.7027455506509,10.3974742237835,12.6031340375134,15.3704430837487,25.3133725598058
156,"CHN","China",83.9883559276823,84.3971662166513,83.6089686559035,81.9303793348217,80.1750049080645,84.1992511191332,83.4396524713642,79.8622073822744
170,"COL","Colombia",0,0,0.127828172060681,0,0,0,0,0
174,"COM","Comoros",0,0,0,0,0,0,0,0
184,"COK","Cook Islands",0,0,0,0,0,0,0,0
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0
384,"CIV","Cote d'Ivoire",0,0,0,0,0,0,0,0
191,"HRV","Croatia",0,0,0,0,0,0,0.044170698809921,0
192,"CUB","Cuba",0,0,0,0,0,0,0,0
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,0,0,0
203,"CZE","Czech Republic",0,7.74348642739957,17.6652855833142,6.25538375798533,4.25397192391303,3.34441539744154,3.11862533689912,10.3649801467648
180,"COD","Dem. Rep. Congo",21.1793316254266,20.6670186574799,24.0732163204771,27.005577724153,45.422980980922,46.2354611364624,30.758532626141,57.6919410039973
208,"DNK","Denmark",0,0,0,0,0,0,0,0
262,"DJI","Djibouti",0,0,0,0,0,0,0,0
212,"DMA","Dominica",0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0
218,"ECU","Ecuador",0,0,0,0,0,0,0,0
818,"EGY","Egypt",0,0,0,0,0,0,0,0
222,"SLV","El Salvador",0,0,0,0,0,0,0,0
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0
232,"ERI","Eritrea",0,0,0,0,0,0,0,0
233,"EST","Estonia",0,0,0,0,0,0,0,0
231,"ETH","Ethiopia",0,0,0,0,0,0,0,6.59347035706855
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0
242,"FJI","Fiji",0,0,0,0,0,0,0,0
246,"FIN","Finland",0,0,0,0,0,0,0,0
250,"FRA","France",0,0,0,0,0,0,0,0
254,"GUF","French Guiana",0,0,0,0,0,0,0,0
258,"PYF","French Polynesia",0,0,0,0,0,0,0,0
266,"GAB","Gabon",0,0,0.00336263238908063,0,0,4.23840665162689,0.295330059701371,13.8330087138731
270,"GMB","Gambia",0,0,0,0,0,0,0,0
