"code","iso","country","MTR.raw.1950","MTR.raw.1951","MTR.raw.1952","MTR.raw.1953","MTR.raw.1954","MTR.raw.1955","MTR.raw.1956","MTR.raw.1957","MTR.raw.1958","MTR.raw.1959","MTR.raw.1960","MTR.raw.1961","MTR.raw.1962","MTR.raw.1963","MTR.raw.1964","MTR.raw.1965","MTR.raw.1966","MTR.raw.1967","MTR.raw.1968","MTR.raw.1969","MTR.raw.1970","MTR.raw.1971","MTR.raw.1972","MTR.raw.1973","MTR.raw.1974","MTR.raw.1975","MTR.raw.1976","MTR.raw.1977","MTR.raw.1978","MTR.raw.1979","MTR.raw.1980","MTR.raw.1981","MTR.raw.1982","MTR.raw.1983","MTR.raw.1984","MTR.raw.1985","MTR.raw.1986","MTR.raw.1987","MTR.raw.1988","MTR.raw.1989","MTR.raw.1990","MTR.raw.1991","MTR.raw.1992","MTR.raw.1993","MTR.raw.1994","MTR.raw.1995","MTR.raw.1996","MTR.raw.1997","MTR.raw.1998","MTR.raw.1999","MTR.raw.2000","MTR.raw.2001","MTR.raw.2002","MTR.raw.2003","MTR.raw.2004","MTR.raw.2005","MTR.raw.2006","MTR.raw.2007","MTR.raw.2008","MTR.raw.2009","MTR.raw.2010","MTR.raw.2011","MTR.raw.2012","MTR.raw.2013","MTR.raw.2014"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",1,0.0119421747328724,0.00933997509339988,0.00514154741993424,0.00435436917155961,0.0110069202735352,0.00348564014447517,-0.00235879480328016,-0.00680193871683246,-0.0140736886444164,-0.0197078657277228,-0.0183495437681741,-0.0180307941653161,-0.013611708115853,-0.00859346689444528,-0.00282840980515403,-0.00280683172249442,-0.00357005242175015,-0.00539593808059545,-0.00643369151129396,-0.00853686542739998,-0.0095133455001809,-0.00731247315780982,-0.0049228383649758,-0.00198596519725592,1.60034190149057e-05,0.000357073912949462,0.00030021918482151,-0.000246734857635993,-0.000767168039971561,-0.000886018095795538,-0.000773100221858376,-0.000543705316115148,-0.000110630906356064,0.000788677964414917,0.000322807970517666,8.85273978017249e-05,-0.00178608364932148,-0.00303065613317875,-0.00431710242387902,-0.00413405952844586,-0.00242450632542325,0.00254633889816564,0.00776034681256964,0.0113155018857123,0.0153219521229194,-0.00126974167531827,-0.00919882624083218,-0.012747750305093,-0.0163051828031254,-0.020344361561433,-0.00765698369301294,-0.00337321562461538,0.0047226078618435,0.00854585338004868,0.0186902087702537,0.0342602117184615,0.0323987510501783,0.0286539660199937,0.0240156019660053,0.0187974590361211,0.00164250929314463,0.00158662700099166,0.00272995710067414,0.00383835060591106
12,"DZA","Algeria",1,0.00149031296572277,-0.000198747888303665,0.000422160967493592,0.000491451718591813,0.000833705523299,0.00011908306043464,0.000892823927681296,0.000595021652176854,0.0002379606769981,0.000237833338288168,-0.000118916669144084,-0.000594494976517515,-0.000832391937689426,-0.000713648528099964,-0.000475822280378226,0.000356824264049916,0.000237925291458456,0,-0.00047633224173856,-0.00119182408676479,-0.00178901544516674,-0.00179040343757454,-0.00179200764589936,-0.00155465199712983,-0.0014369536582445,-0.0013192612137203,-0.00144152801970086,-0.000962348129435851,-0.000361228175797806,0.000361424010601865,0.00192701433216902,0.00528909724726538,0.00132203593534041,-0.0011600823376045,-0.00182240030181691,-0.00323641805231754,-0.00591832564490706,-0.00612899504097606,-0.00635825806400507,-0.00659323733570616,-0.00655067681194224,-0.00542365220939949,-0.00351279393526944,-0.00337683875944246,-0.00295074846161284,-0.00251109592545583,-0.0023296040906166,-0.00209998078455781,0.000270176692236015,0.000521978021978026,-0.00105458264093062,-0.00244738060187973,-0.00431609611438849,-0.00605378582262847,-0.00638660317682115,-0.00644872327602345,-0.00504288332136761,-0.00415990372562115,-0.00418026447769115,-0.00348167739966626,-0.00193149166922198,0.000103661124934225,0.00137753670711836,0.00359509074175094
16,"ASM","American Samoa",1,0,0,0,0,0,0.00936970518468318,0.019233306457524,0.00952628332088703,0.00703843042347005,0.00617550438313568,-0.00050997195496878,-0.0050925509496731,0.00513565119112979,0.00639473897317346,0.00441912614780505,0.00223847656681926,0.00100889371210989,-0.00348188614626311,-0.00331127923802675,-0.00298615067106827,0.00175426997696179,0.00198631560335218,-0.000445855390382888,-0.000407821299434296,-0.000678766288365143,-0.00359548177584814,-0.00304273752210192,0.00686987019712936,0.00694669608896076,0.00881781335546589,0.0088808160097967,0.00701045576814218,0.000535277352206326,-0.000832976097898,-0.00157018967595206,-0.00146893636800757,0.000948865532277543,0.0027080609379689,0.00574547970811987,0.00621391325409306,0.00673286892085235,0.00704112706799451,0.00881324792310544,0.00161725439566987,-0.00278176739675584,-0.0068569081283268,-0.0142477707317213,-0.0210286398401724,-0.0183979089355977,-0.0147315077394955,-0.0151273221183732,-0.0115690527838033,-0.00825218794003409,-0.00620905312327194,-0.00769924146799672,-0.00258975335231956,0.00124263292947803,0.00223554782529995,0.00147828464231297,0.00132709598221691,0.00093109869646187,-0.000875387128453689,-0.00197230543817523,-0.00144631153109937
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",1,-0.00074682598954442,0.00124316260566875,0.00248015873015872,0.00178253119429597,0.00332081439019572,0.00148267389646697,-0.00356797740280979,-0.00691963545981776,-0.00891788364855154,-0.0107530111434836,-0.00644364818885318,-0.000965746189829379,0.000121135035280566,-0.00256851522825661,-0.00163282198330344,-0.00401103730130941,-0.005108500083515,-0.00619525047562341,-0.00476021327552918,-0.00592700659428458,-0.00405290919357507,-0.00736407710726174,-0.00962136736273634,-0.00985208471307593,-0.0090257999138613,-0.00672579170823444,0.00133852902226181,0.00944337950511091,0.0157624075221424,0.0185877769990622,0.0180352318201073,0.0140691412454929,0.0118051662465744,0.0105208631379365,0.00952416861516787,0.0113254142204554,0.0123220381828294,0.000682740305194266,-0.0107596115485224,-0.0158217158170215,-0.0224898197206257,-0.0275756532146876,-0.0167342242996526,-0.00570380272351896,-0.00198529358861965,0.00429127714720499,0.0119680821555026,0.0124002806132544,0.0103901416995252,0.00868150627660911,0.00542915014704121,0.00269966473946404,0.00207678795819187,0.00341193485906167,0.00659851299347795,0.00803400834477704,0.00597283817150754,0.00330615768948783,-0.000931118228482604,-0.00390806161771309,-0.00459388071074796,-0.00244577780298216,-0.00157747188728049,-0.000949297891724921
660,"AIA","Anguilla",1,-0.000693000693000678,-0.000693481276005533,-0.000485672656629409,-0.000513689120897465,-0.00155634814025656,-0.00194761318017413,-0.00211691793461232,-0.00256561212158767,-0.00279197029343614,-0.0022378248342611,-0.00168142584911999,-0.00101044122600203,-0.000674725892606179,-0.000563221627710442,0.000112764997744688,0.00112796796570977,0.00663629717113775,0.00505050505050499,0.00223012705603357,0.00180143669862782,0.00106763628281019,0.00134349246190113,0.00243167709288354,0.0023353217035784,0.00230733069026861,0.00193396384563666,-0.00188374074536761,-0.0032753317187874,-0.00327866403915644,-0.00482538509227228,-0.0116040664540239,-0.0091546525301307,-0.00933323011737454,-0.0126144441881011,-0.0110825364075978,-0.00777742906873505,-0.00557128331695432,-0.00520506270352394,0.00289742392359476,0.00212255207307736,0.0170778206005667,0.0139588626402789,0.0234464222862109,0.0109352484126101,0.0175714916126902,0.00714291760772777,0.00675551356012858,-0.00682530964443639,0.00325797739977324,-0.000520591637718553,-0.00231717383078204,-0.000186278876331871,0.00592008924869784,0.00149863716314561,-0.000582350635233025,-0.00321927041963026,-0.00757578376150767,-0.0102814512374665,-0.00948701907171145,-0.00900530953150044,-0.00278816504451601,0.00364082202828555,0.0057661948240873,0.00413435182768304
28,"ATG","Antigua and Barbuda",1,0,-0.000271812992661019,-0.000407885791978262,-0.000408052230685543,-0.000979947373196638,-0.00163475011676793,-0.00201827355788902,-0.00223880597014925,-0.00251448562370173,-0.00240924273120515,-0.00186495529592456,-0.00120869159135235,-0.000990534888839987,-0.000771690001102452,-0.000220774919969067,0.000110485029278521,0.0039719755061511,0.0040210416150265,0.00186438779825579,0.00164167377598881,0.00161714724262691,0.0016153328205343,0.000526333477994681,-0.000537017959258078,-0.00165222476581365,-0.00297882379646086,-0.00632862370936038,-0.00566935517694746,-0.00364385788004965,-0.00250206914440957,-0.00128741988350198,0.00131330338697915,0.00297660624713553,0.0016576070441144,0.00112036450040164,0.000175409028195555,-0.00449977061115394,-0.00597057243516223,-0.00485530598589441,-0.00234613540657,0.000640794230351952,0.00666157405539791,0.00757951366392854,0.0123174673949393,0.00928964788340654,0.00450025001388966,-0.000221416512136368,-0.00474836429892606,-0.00904079382579944,-0.00892930963207937,-0.00463039523730774,-0.00143440361911063,0.00331253795616408,0.00745918170014093,0.00608659565638395,0.00216066481994461,-0.000887459093682426,-0.00266149154421953,-0.00392981679304816,-0.00066239788032671,0.00352277418467041,0.0035729991204925,0.00373585320294481,0.00329733740004946
32,"ARG","Argentina",1,0.0156599552572708,0.0122274602239245,0.00883405125209903,0.00717599304146131,0.0179508078822458,0.0127506636716357,0.00791430909932032,0.00267285168872619,0.00111276427849479,-0.00116300847443479,-0.00194811970471954,-0.00239395479558368,-0.00385643201848152,-0.00592891543051955,-0.0085090069754476,-0.0151490891829626,-0.0141885085003775,-0.0166996787883106,-0.0162285618691759,-0.0140474050570228,-0.0101918164229756,-0.00758689257759011,-0.00361533630171671,-0.00262641810270067,-0.00240416769148056,-0.00429751294257669,-0.00666739259938361,-0.0104860698759254,-0.0132029779923892,-0.0148955668421324,-0.0142342422951154,-0.0118685553869186,-0.0065378507334662,0.000149452419256589,0.00171641010396619,0.00179305549587339,0.00235574829493482,-0.000174097021857514,-0.00480127199911617,-0.0061764812704426,-0.00769610338747691,-0.00962422509770051,-0.0104624592945477,-0.0108660103057816,-0.0118105315585951,-0.0118327920230613,-0.0116141543395998,-0.00987244116121522,-0.00774490701100271,-0.00412517905803433,-0.000797502956872362,0.00319314462795568,0.00479900782945228,0.00564956988023875,0.00482229236939962,0.0029998390136668,0.000441415417258616,-0.00174506482663869,-0.00268849247208995,-0.00281437030094137,-0.000280770019773884,0.00171352736858155,0.00421177422982989,0.00469213854065764
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
