"code","iso","country","MPA.raw.2000","MPA.raw.2001","MPA.raw.2002","MPA.raw.2003","MPA.raw.2004","MPA.raw.2005","MPA.raw.2006","MPA.raw.2007","MPA.raw.2008","MPA.raw.2009","MPA.raw.2010","MPA.raw.2011","MPA.raw.2012","MPA.raw.2013","MPA.raw.2014","MPA.raw.2015","MPA.raw.2016","MPA.raw.2017"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0.015465501236614,0.015465501236614,0.015465501236614,0.0181067784054184,0.467759695609525,0.48038565823252,0.54124261724236,0.543657536290365,0.564758966424824,0.564758966424824,0.564758966424824,1.63324685339388,1.63324685339388,1.63324685339388,1.6690605823688,1.6690605823688,1.6690605823688,1.6690605823688
12,"DZA","Algeria",0.0101217363784715,0.0101217363784715,0.0101217363784715,0.0101217363784715,0.030006591657162,0.030006591657162,0.030006591657162,0.030006591657162,0.030006591657162,0.030006591657162,0.030006591657162,0.030006591657162,0.0305104788083686,0.0305104788083686,0.0305104788083686,0.0305104788083686,0.0305104788083686,0.0305104788083686
16,"ASM","American Samoa",8.70824064001816,8.70824064001816,8.70836954087335,8.70840216042417,8.70866886907006,8.70866886907006,8.70873674634475,8.70873674634475,8.70873674634475,8.70873674634475,8.70876569547116,8.70876569547116,8.70876569547116,8.70876569547116,8.70876569547116,8.70876569547116,8.70876569547116,8.70876569547116
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532,0.000286209295689532
660,"AIA","Anguilla",0.0719146485286038,0.0719146485286038,0.0719146485286038,0.0719146485286038,0.0719146485286038,0.0719146485286038,0.0719146485286038,0.0719146485286038,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485,0.072797864354485
28,"ATG","Antigua and Barbuda",0.0457305212236625,0.0457305212236625,0.0457305212236625,0.0457305212236625,0.0457305212236625,0.0457305212236625,0.168244918093277,0.168244918093277,0.168244918093277,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329,0.168504509224329
32,"ARG","Argentina",0.41051311871346,0.411873098781949,0.745213758807134,0.753595447934443,0.753595447934443,0.753605803884334,0.796223716185909,0.796223716185909,0.796223716185909,0.796319456858425,0.86549383303555,0.86549383303555,0.866194881350551,1.30918575885229,1.64858134966195,2.27871926426392,2.27871926426392,2.27871926426392
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914,0.000403673045598914
36,"AUS","Australia",3.35763836678426,3.36016970771391,3.41914792668399,3.69070416671015,3.70204584669875,8.30635376511072,8.3181696508583,8.38348950283067,11.3031369307067,11.3037888364084,11.6908731303393,11.6908808822062,11.6937090873454,40.7697015545711,40.7902730453271,40.7902730453265,40.7902730453265,40.7902730453265
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",0.152043130492774,0.152043130492774,0.152043130492774,0.152043130492774,0.152043130492774,0.152043130492774,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614,0.158602331078614
44,"BHS","Bahamas",0.116179382942523,0.116179382942523,0.116179382942523,0.496033378500588,0.496033378500588,0.496033378500588,0.496033378500588,0.496033378500588,0.496033378500588,0.529104159933378,0.549601704720965,0.550731323001472,0.550731323001472,0.550731323001472,0.550731323001472,0.550731323001472,0.550731323001472,0.550731323001472
48,"BHR","Bahrain",0.457558336351267,0.457558336351267,0.457558336351267,0.490707017448512,0.873464968036349,0.873464968036349,0.873464968036349,0.949289863352065,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106,1.05336849461106
50,"BGD","Bangladesh",1.33094478992651,2.78765864407321,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.87955037229393,2.88540017070845,2.88928281809793,2.88928281809793,2.88928281809793,4.42818867843517,4.42818867843517,4.42818867843517
52,"BRB","Barbados",0.00587755978908355,0.00587755978908355,0.00587755978908355,0.00587755978908355,0.00587755978908355,0.00587755978908355,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733,0.00605680103390733
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",31.4099525592175,31.4099525592175,31.4099525592175,31.4099525592175,31.5247278474825,31.5247278474825,31.6441967363141,32.1947749157474,32.1947749157474,36.1561258607813,36.1561258607813,36.1561258607813,36.1561258607813,36.1607396075898,36.1607396075898,36.1607396075898,36.1607396075898,36.1607396075898
84,"BLZ","Belize",5.55778325416276,7.01886360841385,7.01886360841385,7.11179350075158,7.270987065685,7.270987065685,7.270987065685,7.270987065685,7.270987065685,7.270987065685,7.270987065685,7.27098866461108,7.27098866461108,10.6967985633889,10.6967985633889,10.6967985633889,10.6967985633889,10.6967985633889
204,"BEN","Benin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"BMU","Bermuda",0.0316299410407248,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034,0.0328915917200034
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",4.77336067059406,4.82664243166741,4.83262082042959,4.84661955793258,4.9441210669887,4.9441210669887,4.96450739307805,4.96450739307805,4.96521818212549,4.96521818212549,4.97321307052143,4.97321307052143,4.97321307052143,4.97321307052143,4.97403145845723,4.97939680892355,4.97944059997446,4.97944059997446
92,"VGB","British Virgin Islands",0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378,0.0543768039189378
