"code","iso","country","PM4.raw.2008","PM4.raw.2009","PM4.raw.2010","PM4.raw.2011","PM4.raw.2012","PM4.raw.2013","PM4.raw.2014","PM4.raw.2015"
124,"CAN","Canada",0,0,0,0,0,0.00509852190698586,0,0
132,"CPV","Cape Verde",0,0,0,0,0,0,0,0
136,"CYM","Cayman Islands",0,0,0,0,0,0,0,0
140,"CAF","Central African Republic",0,0,0,0,0,0,0,0
148,"TCD","Chad",0,0,0,0,0,0,0,0
152,"CHL","Chile",0.133722830330253,0.151603837433944,0.144030848022669,0.156758747986116,0,0,0,0.537106000214996
156,"CHN","China",69.1389699235382,68.0908679201796,66.4778584091681,62.2861174334977,61.2607360782556,64.4741487935122,65.3243567146995,58.4410765126609
170,"COL","Colombia",0,0,0,0,0,0,0,0
174,"COM","Comoros",0,0,0,0,0,0,0,0
184,"COK","Cook Islands",0,0,0,0,0,0,0,0
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0
384,"CIV","Cote d'Ivoire",0,0,0,0,0,0,0,0
191,"HRV","Croatia",0,0,0,0,0,0,0,0
192,"CUB","Cuba",0,0,0,0,0,0,0,0
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,0,0,0
203,"CZE","Czech Republic",0,0,0.126904308584232,0,0,0,0,0
180,"COD","Dem. Rep. Congo",0.445893295728691,0.959042765274587,2.734220483301,3.36344456527545,0.632278649094539,4.98925980268856,5.54297427775054,22.7633967907738
208,"DNK","Denmark",0,0,0,0,0,0,0,0
262,"DJI","Djibouti",0,0,0,0,0,0,0,0
212,"DMA","Dominica",0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0
218,"ECU","Ecuador",0,0,0,0,0,0,0,0
818,"EGY","Egypt",0,0,0,0,0,0,0,0
222,"SLV","El Salvador",0,0,0,0,0,0,0,0
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0
232,"ERI","Eritrea",0,0,0,0,0,0,0,0
233,"EST","Estonia",0,0,0,0,0,0,0,0
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0
242,"FJI","Fiji",0,0,0,0,0,0,0,0
246,"FIN","Finland",0,0,0,0,0,0,0,0
250,"FRA","France",0,0,0,0,0,0,0,0
254,"GUF","French Guiana",0,0,0,0,0,0,0,0
258,"PYF","French Polynesia",0,0,0,0,0,0,0,0
266,"GAB","Gabon",0,0,0,0,0,0,0,0
270,"GMB","Gambia",0,0,0,0,0,0,0,0
268,"GEO","Georgia",0,0,0,0,0,0,0,0
276,"DEU","Germany",0,0,0,0,0,0,0,0
288,"GHA","Ghana",0,0,0,0,0,0,0,0
292,"GIB","Gibraltar",0,0,0,0,0,0,0,0
300,"GRC","Greece",0,0,0,0,0,0,0,0
304,"GRL","Greenland",0,0,0,0,0,0,0,0
308,"GRD","Grenada",0,0,0,0,0,0,0,0
312,"GLP","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA
316,"GUM","Guam",0,0,0,0,0,0,0,0
320,"GTM","Guatemala",0,0,0,0,0,0,0,0
324,"GIN","Guinea",0,0,0,0,0,0,0,0
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0
328,"GUY","Guyana",0,0,0,0,0,0,0,0
332,"HTI","Haiti",0,0,0,0,0,0,0,0
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0,0,0,0,0,0,0,0
344,"HKG","Hong Kong",11.6342554233985,2.70318327177077,0,0,0,0,0,0
348,"HUN","Hungary",0,0,0,0,0,0,0,0
352,"ISL","Iceland",0,0,0,0,0,0,0,0
356,"IND","India",61.9313113128984,58.1226353138737,53.3169237893566,48.8983873225769,50.6480821966514,61.537489547459,65.8465989741395,70.636738446563
360,"IDN","Indonesia",0,0,0,0,0,0,0.0588236544054917,3.28587423306419
364,"IRN","Iran",0,0.000385001522335255,0,0,0,0,0,0
368,"IRQ","Iraq",0,0,0,0,0,0,0,0
372,"IRL","Ireland",0,0,0,0,0,0,0,0
833,"IMN","Isle of Man",0,0,0,0,0,0,0,0
376,"ISR","Israel",0,0,0,0,0,0,0,0
380,"ITA","Italy",0,0,0,0,0,0,21.0564749651372,0
388,"JAM","Jamaica",0,0,0,0,0,0,0,0
392,"JPN","Japan",0,0,0,0,0,0,0,0
400,"JOR","Jordan",0,0,0,0,0,0,0,0
398,"KAZ","Kazakhstan",0,0,0,0,0,0,0,0
404,"KEN","Kenya",0,0,0,0,0,0,0,0
296,"KIR","Kiribati",0,0,0,0,0,0,0,0
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0,0,0,0,0,0,0,0
417,"KGZ","Kyrgyzstan",0,0,0,0,0,0,0,0
418,"LAO","Laos",6.1956187879112,16.3851417354012,39.916208042527,2.26787937686736,41.1359626919742,45.5132285027779,45.7632188534951,23.1681879921603
428,"LVA","Latvia",0,0,0,0,0,0,0,0
422,"LBN","Lebanon",0,0,0,0,0,0,0,0
426,"LSO","Lesotho",0,0,0,0,0,0,0,0
430,"LBR","Liberia",0,0,0,0,0,0,0,0
434,"LBY","Libya",0,0,0,0,0,0,0,0
438,"LIE","Liechtenstein",0,0,0,0,0,0,0,0
440,"LTU","Lithuania",0,0,0,0,0,0,0,0
442,"LUX","Luxembourg",0,0,0,0,0,0,0,0
446,"MAC","Macao",97.8723926089924,82.5774399244399,19.7629251141662,0,0,0,19.7629251141662,0
807,"MKD","Macedonia",0,0,0,0,0,0,0,0
450,"MDG","Madagascar",0,0,0,0,0,0,0,0
454,"MWI","Malawi",0,0,0,0,0,0,0,0
458,"MYS","Malaysia",0,0,0,0,0,0,0,0
462,"MDV","Maldives",0,0,0,0,0,0,0,0
466,"MLI","Mali",0,0,0,0,0,0,0,0
470,"MLT","Malta",0,0,0,0,0,0,0,0
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0
474,"MTQ","Martinique",0,0,0,0,0,0,0,0
478,"MRT","Mauritania",0,0,0,0,0,0,0,0
480,"MUS","Mauritius",0,0,0,0,0,0,0,0
175,"MYT","Mayotte",0,0,0,0,0,0,0,0
484,"MEX","Mexico",0,0,0,0,0,0,0,0
583,"FSM","Micronesia",0,0,0,0,0,0,0,0
498,"MDA","Moldova",0,0,0,0,0,0,0,0
492,"MCO","Monaco",0,0,0,0,0,0,0,0
496,"MNG","Mongolia",0,0,0,0,0,0,0,0
499,"MNE","Montenegro",0,0,0,0,0,0,0,0
500,"MSR","Montserrat",0,0,0,0,0,0,0,0
504,"MAR","Morocco",0,0,0,0,0,0,0,0
508,"MOZ","Mozambique",0,0,0,0,0,0,0,0
104,"MMR","Myanmar",0.0324715423895758,1.92350960996978,2.29385487142868,0.000931991772048187,1.85745942858515,3.21811515631327,2.82357453290467,1.65510340996105
516,"NAM","Namibia",0,0,0,0,0,0,0,0
520,"NRU","Nauru",0,0,0,0,0,0,0,0
524,"NPL","Nepal",77.0488761180818,75.0195442143303,65.6433622433849,54.5373772051713,70.6684460448174,71.255956677813,76.2447550648353,78.7906499685578
528,"NLD","Netherlands",0,0,0,0,0,0,0,0
530,"ANT","Netherlands Antilles",0,0,0,0,0,0,0,0
540,"NCL","New Caledonia",0,0,0,0,0,0,0,0
554,"NZL","New Zealand",0,0,0,0,0,0,0,0
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0
562,"NER","Niger",0,0,0,0,0,0,0,0
566,"NGA","Nigeria",0,0,9.9454360185899,0,0,0.0187935984117143,0,0
570,"NIU","Niue",0,0,0,0,0,0,0,0
574,"NFK","Norfolk Island",0,0,0,0,0,0,0,0
408,"PRK","North Korea",0.284207973045095,0.386296728811517,0.182832190525212,0,0,0.207415305479322,0.205101981087447,19.065682782215
580,"MNP","Northern Mariana Islands",0,0,0,0,0,0,0,0
578,"NOR","Norway",0,0,0,0,0,0,0,0
512,"OMN","Oman",0,0,0,0,0,0,0,0
586,"PAK","Pakistan",43.6014982695749,34.5519587914222,43.4474616573879,38.2659807233619,32.603778809,34.4337711787905,36.2510524077637,44.3706194202555
585,"PLW","Palau",0,0,0,0,0,0,0,0
591,"PAN","Panama",0,0,0,0,0,0,0,0
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0
600,"PRY","Paraguay",0,0,0,0,0,0,0,0
604,"PER","Peru",11.5033592581722,11.8252862604244,14.0922355844185,14.1709532741538,14.2609884650074,14.2606423785687,14.2304177164033,14.0670541381156
608,"PHL","Philippines",0,0,0,0,0,0,0,0
612,"PCN","Pitcairn",0,0,0,0,0,0,0,0
616,"POL","Poland",0,0,2.67676549771324,0,0,0,0,0
620,"PRT","Portugal",0,0,0,0,0,0,0,0
630,"PRI","Puerto Rico",0,0,0,0,0,0,0,0
634,"QAT","Qatar",0,0,0,0,0,0,0,0
178,"COG","Republic of Congo",0.253771082469724,2.35563199043662,5.50998646719,11.4732497700889,1.72040307550824,18.888331305025,21.8976148648912,29.847633338838
638,"REU","Reunion",0,0,0,0,0,0,0,0
642,"ROU","Romania",0,0,0,0,0,0,0,0
643,"RUS","Russia",0,0,0,0,0,0,0,0.090758459336752
646,"RWA","Rwanda",0,0,0,0,0,0,0,0
654,"SHN","Saint Helena",0,0,0,0,0,0,0,0
659,"KNA","Saint Kitts and Nevis",0,0,0,0,0,0,0,0
662,"LCA","Saint Lucia",0,0,0,0,0,0,0,0
666,"SPM","Saint Pierre and Miquelon",0,0,0,0,0,0,0,0
670,"VCT","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0
882,"WSM","Samoa",0,0,0,0,0,0,0,0
674,"SMR","San Marino",0,0,0,0,0,0,0,0
678,"STP","Sao Tome and Principe",0,0,0,0,0,0,0,0
682,"SAU","Saudi Arabia",0,0,0,0,0,0,0,0
686,"SEN","Senegal",0,0,0,0,0,0,0,0
688,"SRB","Serbia",0,0,0,0,0,0,0,0
690,"SYC","Seychelles",0,0,0,0,0,0,0,0
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0
702,"SGP","Singapore",0,0,0,0,0,0,0,0
534,"SXM","Sint Maarten",0,0,0,0,0,0,0,0
703,"SVK","Slovakia",0,0,0,0,0,0,0,0
705,"SVN","Slovenia",0,0,0,0,0,0,0,0
90,"SLB","Solomon Islands",0,0,0,0,0,0,0,0
706,"SOM","Somalia",0,0,0,0,0,0,0,0
710,"ZAF","South Africa",5.71466190709029,16.1798351706075,21.7834946000657,10.4217359699824,0.476933718064171,2.99576165951583,0.94531637545946,29.7021401717032
410,"KOR","South Korea",0,0,0,0,0,0,0,1.45534832664653
728,"SSD","South Sudan",0,0,0,0,0,0,0,0
724,"ESP","Spain",0,0,0,0,0,0,0,0
144,"LKA","Sri Lanka",0,0,0,0,0,0,0,0
275,"PSE","State of Palestine",0,0,0,0,0,0,0,0
729,"SDN","Sudan",0,0,0,0,0,0,0,0
740,"SUR","Suriname",0,0,0,0,0,0,0,0
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Swaziland",0,0,0,0,0,0,0,0
752,"SWE","Sweden",0,0,0,0,0,0,0,0
756,"CHE","Switzerland",0,0,0,0,0,0,1.74570950918932,0
760,"SYR","Syria",0,0,0,0,0,0,0,0
158,"TWN","Taiwan",0,0,0,0,0,0,0,0
762,"TJK","Tajikistan",10.46658603276,0,0,0.802549422851513,0,2.71414116894267,0,13.8623781478592
834,"TZA","Tanzania",0,0,0,0,0,0,0,0
764,"THA","Thailand",17.5011626309922,12.2737286552239,18.9613702215425,5.44041150801547,29.7582419122831,49.8748238236072,43.0041616534026,18.302072395307
626,"TLS","Timor-Leste",0,0,0,0,0,0,0,0
768,"TGO","Togo",0,0,0,0,0,0,0,0
772,"TKL","Tokelau",0,0,0,0,0,0,0,0
776,"TON","Tonga",0,0,0,0,0,0,0,0
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0
788,"TUN","Tunisia",0,0,0,0,0,0,0,0
792,"TUR","Turkey",0,0,0,0,0,0,0,0
795,"TKM","Turkmenistan",0,0,0,0,0,0,0,0
796,"TCA","Turks and Caicos Islands",0,0,0,0,0,0,0,0
798,"TUV","Tuvalu",0,0,0,0,0,0,0,0
800,"UGA","Uganda",0,0,0,0,0,0,0,0
804,"UKR","Ukraine",0,0,0,0,0,0,0,0
784,"ARE","United Arab Emirates",0,0,0,0,0,0,0,0
826,"GBR","United Kingdom",0,0,0,0,0,0,0,0
840,"USA","United States of America",0,0,0,0,0,0.000140523039884649,0,0
850,"VIR","United States Virgin Islands",0,0,0,0,0,0,0,0
858,"URY","Uruguay",0,0,0,0,0,0,0,0
860,"UZB","Uzbekistan",0.0178924919511414,0,0,0,0,0.0852303748747475,0,0.000520027956781497
548,"VUT","Vanuatu",0,0,0,0,0,0,0,0
862,"VEN","Venezuela",0,0,0,0,0,0,0,0
704,"VNM","Viet Nam",25.1065005188714,2.28949146976804,24.8525303346881,7.53425095115318,19.2883034547492,30.5037654399883,27.4602532290692,9.57507106297212
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0
894,"ZMB","Zambia",0,0,0,0,0,0,0,0
716,"ZWE","Zimbabwe",0,0,0,0,0,0,0,0
