"code","iso","country","CDT.raw.1990","CDT.raw.1991","CDT.raw.1992","CDT.raw.1993","CDT.raw.1994","CDT.raw.1995","CDT.raw.1996","CDT.raw.1997","CDT.raw.1998","CDT.raw.1999","CDT.raw.2000","CDT.raw.2001","CDT.raw.2002","CDT.raw.2003","CDT.raw.2004","CDT.raw.2005","CDT.raw.2006","CDT.raw.2007","CDT.raw.2008","CDT.raw.2009","CDT.raw.2010","CDT.raw.2011","CDT.raw.2012","CDT.raw.2013","CDT.raw.2014"
112,"BLR","Belarus",101.4985559,97.76603357,87.976832,76.295312,64.750128,57.555552,58.5428,59.12432,57.304928,55.127904,53.029664,51.79768,51.86088,52.601104,55.819344,56.570864,58.9704,57.62528,60.543136,58.079088,62.117024,59.223664,60.223888,60.760832,60.229296
56,"BEL","Belgium",109.701488,114.499728,113.163072,110.92224,116.141616,115.726352,120.726816,117.69208,119.718128,116.18736,117.511408,118.225072,110.977136,115.594624,114.405232,111.064912,108.211696,104.510528,107.105232,99.51616,108.387456,97.086144,95.109056,96.448448,90.40112
84,"BLZ","Belize",0.31144,0.359072,0.355408,0.377392,0.373728,0.377392,0.307776,0.388384,0.370064,0.34808,0.395712,0.447008,0.432352,0.432352,0.392048,0.42136,0.443344,0.47632,0.436016,0.58624,0.534944,0.600896,0.47632,0.51296,0.49464
204,"BEN","Benin",0.410224,0.361216,0.3932,0.462816,0.450832,0.509456,1.089536,1.258928,1.308928,1.438928,1.544576,1.854576,2.144576,2.404576,2.554576,2.804576,3.983792,4.563104,4.500512,4.845856,5.198528,5.409136,5.592496,5.937152,6.43616
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.12824,0.186864,0.216176,0.1832,0.208848,0.249152,0.296784,0.388384,0.381056,0.38472,0.395712,0.388384,0.417696,0.377392,0.307776,0.395712,0.392048,0.392048,0.417696,0.388384,0.487312,0.7328,0.817072,0.919664,1.003936
68,"BOL","Bolivia",5.647290667,5.685610667,6.749874667,7.706709333,8.888149333,8.208650667,7.810634667,7.881930667,8.397882667,7.793712,8.127304,7.629216,8.089621333,8.934986667,9.485776,10.116384,10.95694133,11.93190133,13.00281333,13.81670133,15.17532533,16.57565067,18.51966933,18.89386133,20.42701067
70,"BIH","Bosnia and Herzegovina",24.14137513,21.60339744,16.00328,13.44328,3.190912,3.393584,4.20328,8.518928,10.800224,10.560224,14.03144,13.851744,14.674336,14.993344,15.710288,16.37296,18.081888,19.057536,20.939824,20.744944,20.962656,23.843344,22.07136,21.94968,22.037696
72,"BWA","Botswana",2.81,2.73,3.3,3.25,3.08,3.19,2.92,3.07,3.68,3.86,4.03,3.87,4.03,3.91,3.97,4.28,4.09,4.32,4.39,4.71,3.39824,3.990224,5.0732,5.4232,7.0632
76,"BRA","Brazil",199.8423093,206.8938427,210.575824,217.1406827,224.940624,243.770192,265.9244533,284.8526373,294.093488,303.810728,315.621208,323.026696,320.9943813,312.30016,329.5981467,334.3279493,338.2992853,356.3927173,377.7367707,356.4584987,404.4198,424.7567813,459.4648187,488.6073813,514.481984
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",3.91648,3.38,3.58,3.86,4.14,4.5,4.834576,5.214576,4.416256,4.292592,4.537248,4.423584,4.480912,5.367248,5.040912,4.951904,7.330912,6.938928,7.340912,7.53992,6.995568,7.152896,7.299,7.182664,7.149405333
100,"BGR","Bulgaria",76.918624,57.793472,55.17256,55.510272,53.04264,53.773248,54.246224,52.1244,49.888368,44.06592,43.2892,46.070576,43.556224,47.777904,47.2656,48.302688,49.690848,53.1884,50.849312,43.71904,45.378288,50.140656,45.193792,40.241344,43.053328
854,"BFA","Burkina Faso",0.582576,0.626544,0.630208,0.626544,0.644864,0.626544,0.707152,0.80608,0.86104,0.930656,1.040576,0.996608,1.003936,1.077216,1.102864,1.124848,1.359344,1.645136,1.916272,1.930928,1.96024,2.209392,2.627088,3.055776,2.846928
108,"BDI","Burundi",0.208848,0.23816,0.216176,0.230832,0.234496,0.23816,0.245488,0.252816,0.252816,0.25648,0.2748,0.208848,0.212512,0.161216,0.197856,0.153888,0.186864,0.190528,0.194192,0.190528,0.212512,0.241824,0.282128,0.289456,0.43968
116,"KHM","Cambodia",1.260416,1.304384,1.348352,1.384992,1.476592,1.521296,1.628928,1.71328,1.95328,1.91,1.96,2.15,2.21,2.38,2.38,2.65,2.96,3.633968,4.15472,4.815328,5.012048,5.290672,5.547312,5.707616,6.79616
120,"CMR","Cameroon",2.95144,2.690144,2.577776,6.721362667,7.328813333,7.16604,6.364984,6.652536,6.824824,6.599784,6.789277333,6.425005333,6.319488,6.187989333,6.64124,6.710704,7.054824,8.247517333,8.324237333,8.915533333,9.104237333,8.322210667,7.615072,8.02324,7.946781333
124,"CAN","Canada",429.452424,422.1685387,433.2943733,430.790368,447.939616,458.5988267,472.861584,488.9129227,496.4408427,505.3412853,526.8302933,518.6948267,524.7524293,544.7309733,536.5525733,545.590712,535.03956,567.201384,552.9984827,522.0434693,534.835864,544.8185147,546.7475867,558.8472693,564.3863707
132,"CPV","Cape Verde",0.095264,0.098928,0.106256,0.10992,0.113584,0.120912,0.142896,0.14656,0.157552,0.1832,0.216176,0.234496,0.2748,0.307776,0.32976,0.43968,0.472656,0.505632,0.468992,0.523952,0.556928,0.615552,0.505632,0.498304,0.490976
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.197856,0.205184,0.216176,0.223504,0.234496,0.234496,0.234496,0.245488,0.249152,0.263808,0.267472,0.245488,0.245488,0.234496,0.234496,0.234496,0.249152,0.252816,0.252816,0.252816,0.263808,0.278464,0.29312,0.296784,0.300448
148,"TCD","Chad",0.142896,0.065952,0.084272,0.0916,0.102592,0.10992,0.124576,0.142896,0.150224,0.161216,0.175872,0.172208,0.168544,0.381056,0.377392,0.399376,0.406704,0.461664,0.509296,0.490976,0.516624,0.538608,0.611888,0.699824,0.729136
152,"CHL","Chile",30.813472,29.709424,31.72258667,32.630024,35.70007467,38.8546,44.874136,51.445432,52.182376,54.297352,50.455896,48.575512,49.299864,50.570472,55.388408,56.52262933,57.81758933,65.601296,69.19760267,66.17563467,70.56655811,77.54944267,79.68170133,84.55230933,78.34711923
156,"CHN","China",2180.58384,2313.02672,2435.157552,2669.317248,2795.55392,3124.228736,3116.852528,3161.59608,3266.780944,3185.488192,3383.687488,3572.097264,3858.5704,4482.198352,5207.57488,5890.703696,6529.168464,7146.846016,7306.1056,7845.421776,8614.959888,9510.940096,9722.22184,10181.24094,10328.73357
170,"COL","Colombia",49.22264,50.988288,53.71817067,56.408032,57.144192,59.84744267,59.56299733,63.950536,64.85001333,57.578384,59.849064,58.854456,56.620872,56.317272,56.689096,59.351656,59.19842667,60.82138667,61.54139467,64.616704,66.04168533,71.910264,71.91295733,77.89829333,79.983136
174,"COM","Comoros",0.062288,0.065952,0.065952,0.069616,0.069616,0.07328,0.076944,0.080608,0.087936,0.0916,0.102592,0.102592,0.102592,0.131904,0.142896,0.139232,0.161216,0.102592,0.106256,0.131904,0.161216,0.135568,0.142896,0.175872,0.153888
184,"COK","Cook Islands",0.03664,0.03664,0.03664,0.040304,0.040304,0.040304,0.047632,0.047632,0.047632,0.047632,0.047632,0.032976,0.029312,0.032976,0.05496,0.062288,0.065952,0.065952,0.069616,0.069616,0.069616,0.069616,0.069616,0.069616,0.069616
188,"CRI","Costa Rica",2.907776,3.10808,4.20808,4.238688,4.918992,4.872352,4.584032,4.558992,5.092272,5.1096,5.023952,5.507232,5.617232,5.884256,6.057456,6.436608,6.66616,7.816832,7.727904,7.407904,7.247536,7.45616,7.53616,7.859136,7.917456
384,"CIV","Cote d'Ivoire",2.949152,3.039152,3.022816,3.209152,3.6396,3.758304,4.368304,5.3296,5.152432,7.012432,6.652432,6.582432,6.702432,5.472432,5.742432,6.132432,5.809536,5.784496,6.539536,6.059232,7.10768,6.75768,8.825312,9.786832,10.647056
191,"HRV","Croatia",21.72349024,15.94429237,15.01936,15.659056,15.012256,15.630048,15.569664,17.32256,18.763168,18.732016,18.201632,19.365824,20.531776,22.001008,21.497952,21.643072,21.761696,23.008032,21.856432,20.514608,19.478432,19.181104,17.483552,17.061488,16.308816
192,"CUB","Cuba",35.594912,27.546608,22.226608,20.153952,21.678608,23.1728,25.125472,27.51358133,27.067832,27.944472,28.317528,27.28364,26.06364,25.334632,25.083944,25.994552,26.454168,27.3718,26.484168,30.303864,33.60282133,30.68941067,31.48337867,30.30277067,30.28950578
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",4.454256,5.004256,5.314256,5.482272,5.663952,5.559296,5.848304,5.924336,6.410896,6.645248,6.99616,6.871504,7.058144,7.837072,7.75272,7.94768,8.000352,8.35432,8.53264,8.236464,7.923184,7.600896,7.02296,6.045024,6.1264
203,"CZE","Czech Republic",153.5933407,139.6844568,134.769824,131.585712,125.241744,125.683584,127.228848,125.239232,119.233664,112.184128,123.370848,122.959712,118.824832,123.124064,123.808944,120.442224,121.054128,123.670224,118.278624,110.918336,113.12544,112.38024,107.381088,102.771168,98.389328
180,"COD","Dem. Rep. Congo",3.220832,1.754576,1.497936,1.44328,1.294272,1.257248,1.270912,1.212288,1.335952,1.330608,0.934272,0.808928,0.901904,1.10488,1.21152,1.540144,1.650144,1.803808,1.925184,1.970832,2.115488,2.567168,2.475184,3.703504,4.82488
208,"DNK","Denmark",52.01689067,62.63158933,56.835608,59.20512267,63.20206667,59.994304,73.32465867,63.70972,59.60336267,56.550568,52.242632,53.41329867,53.49891733,58.916984,53.40695467,49.87817867,58.21488267,53.3672,50.14562933,47.848216,48.21193067,43.095464,37.8918,39.75116267,35.60844
262,"DJI","Djibouti",0.322432,0.31144,0.31144,0.31144,0.304112,0.304112,0.31144,0.326096,0.315104,0.315104,0.340752,0.3664,0.399376,0.42136,0.406704,0.414032,0.410368,0.461664,0.498304,0.461664,0.516624,0.472656,0.516624,0.608224,0.721808
212,"DMA","Dominica",0.058624,0.058624,0.058624,0.062288,0.065952,0.080608,0.07328,0.080608,0.076944,0.080608,0.102592,0.10992,0.102592,0.117248,0.113584,0.117248,0.113584,0.153888,0.131904,0.131904,0.139232,0.12824,0.135568,0.131904,0.135568
214,"DOM","Dominican Republic",7.927616,8.305552,9.711504,9.603872,11.227536,11.945472,12.837072,14.626,16.657984,17.82584,19.529424,19.196672,20.71056,18.27728,16.862704,18.704992,20.373296,20.584512,20.815808,20.299936,21.214512,21.393216,21.999168,21.804128,21.652592
218,"ECU","Ecuador",15.69943733,16.26037867,17.30885067,16.23308,17.126056,19.90911733,22.62430133,23.678936,23.502376,19.472152,21.331304,22.539928,23.100232,22.99623467,25.79943467,27.50994133,29.21878933,30.04267733,30.47350133,32.564248,35.669136,36.88681067,38.175536,40.342088,43.22381867
818,"EGY","Egypt",87.04581867,89.682496,92.644168,92.17525067,87.07242667,92.52978133,97.50169867,104.7605893,110.1502907,115.6344507,113.3254053,125.7074667,128.6712427,132.2264587,143.930648,162.2152693,171.5426133,185.2218027,192.2370027,199.3307787,199.7162933,205.2970267,217.5068347,200.7852133,200.2581093
222,"SLV","El Salvador",2.428768,3.107088,3.378848,3.978688,4.515024,5.013344,4.452656,5.379296,5.74128,5.67296,5.70128,6.09624,6.18952,6.602496,6.560208,6.814256,7.172192,7.568528,6.788528,6.69456,6.4612,6.66952,6.708832,6.327232,6.378304
226,"GNQ","Equatorial Guinea",0.065952,0.142896,0.157552,1.028941333,0.962989333,1.058253333,1.535957333,1.766536,1.64196,2.029584,2.113349333,2.435528,2.954685333,4.932602667,5.703544,4.925274667,5.460218667,5.283976,4.943224,5.494461333,5.279552,5.200210667,5.449109333,5.100776,5.032173333
232,"ERI","Eritrea",NA,NA,0.44,0.63,0.731984,0.805648,0.871984,0.829312,0.611984,0.651984,0.631984,0.691984,0.681984,0.691984,0.681984,0.601984,0.521984,0.511984,0.451984,0.471984,0.501984,0.605264,0.67824,0.67824,0.710224
233,"EST","Estonia",36.433405,32.75957982,24.010448,18.419152,17.83152,16.168848,17.114192,16.712512,16.081216,15.079536,14.67488,15.17152,14.800832,16.812816,16.927776,17.182736,15.95136,19.805328,18.16304,14.921216,18.836864,17.933504,16.681824,19.087168,17.743504
231,"ETH","Ethiopia",2.338544,2.352896,1.540224,1.975872,2.300832,2.624112,2.934416,3.123728,3.293728,3.238768,3.63968,4.487008,4.657008,5.134256,5.455856,5.270432,5.66104,6.199744,6.782336,6.83272,6.777072,7.906912,9.014064,10.99152,11.819376
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.809744,0.670512,0.743792,0.747456,0.747456,0.762112,0.820736,0.795088,0.765776,0.784096,0.839056,1.058896,0.890352,1.047904,1.352016,1.095536,1.216448,1.157824,0.894016,0.791424,1.220112,1.088208,1.058896,1.150496,1.168816
246,"FIN","Finland",54.651728,55.20952,52.354256,53.497696,59.982352,56.150672,62.657312,60.600672,57.345936,56.662192,55.257152,61.16952,63.467232,71.883792,67.684864,55.47784,67.139056,65.178368,56.713408,54.023952,62.45456,55.132496,49.404864,50.008528,45.87288
250,"FRA","France",358.65376,383.39872,369.744992,351.016912,346.200944,353.352192,369.134256,360.77616,382.096928,376.566,374.585696,377.965472,372.083952,377.943872,379.396064,381.023616,372.16016,363.972912,359.553088,342.364816,348.917568,320.053344,320.574208,326.1068,294.151168
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",4.141610667,4.356317333,4.615144,4.712472,4.449981333,4.614637333,4.729293333,4.846621333,4.946621333,4.835629333,4.684536,4.609778667,4.352986667,4.417693333,4.457693333,4.64828,4.0618,4.077730667,4.137730667,4.208722667,4.794066667,5.674797333,5.894848,5.826658667,5.762538667
270,"GMB","Gambia",0.175872,0.179536,0.179536,0.186864,0.186864,0.197856,0.197856,0.197856,0.212512,0.230832,0.245488,0.252816,0.289456,0.289456,0.296784,0.296784,0.307776,0.351744,0.3664,0.377392,0.428688,0.447008,0.450672,0.428688,0.509296
268,"GEO","Georgia",33.69919792,25.70319807,20.109152,16.120224,10.451296,8.181296,6.373968,5.523968,5.008928,4.548544,4.802208,3.548544,2.992208,3.192208,3.412512,4.283504,4.743504,5.673504,4.893504,5.722352,5.418688,6.697456,7.37944,7.49608,8.529744
276,"DEU","Germany",959.069984,935.964912,897.1822427,890.877856,878.5925627,874.2142693,903.7365387,873.6244827,865.909536,835.550896,832.5623307,850.0908587,835.922888,839.5118427,822.786008,804.3993547,818.142696,785.58812,793.5254133,737.1591973,775.064608,749.7721173,762.5283973,780.938392,740.74044
288,"GHA","Ghana",2.877088,2.653728,3.189296,3.320896,3.610512,3.858528,4.257456,4.446384,6.273408,6.790656,5.95096,6.425312,7.635312,7.355312,6.865312,7.29768,8.64768,9.28768,8.65768,10.14768,11.497904,12.44870667,14.53844533,15.309032,14.71432533
292,"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",76.6784,76.03727711,77.68144077,78.54954066,80.16783023,83.74743909,83.75698067,84.867232,88.26456,88.008624,95.685392,97.48296,97.455488,101.195024,101.03288,102.768832,101.961648,106.266288,100.779024,95.226016,88.03664,84.93632,79.535184,71.87616,68.433808
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.106256,0.10992,0.117248,0.120912,0.142896,0.150224,0.153888,0.168544,0.175872,0.194192,0.190528,0.194192,0.205184,0.216176,0.205184,0.216176,0.230832,0.23816,0.252816,0.252816,0.260144,0.252816,0.271136,0.304112,0.241824
312,"GLP","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",4.045392,4.128144,4.91616,5.186928,5.517232,6.435248,6.262272,6.637536,8.387456,8.308752,9.558288,9.986608,10.646608,10.636608,11.335536,11.814464,11.824464,12.71576,11.49576,11.977456,11.71232,11.901632,12.026288,13.700256,17.884064
324,"GIN","Guinea",1.003936,1.02592,1.058896,1.088208,1.249424,1.289728,1.363008,1.417968,1.50224,1.579184,1.641472,1.718416,1.802688,1.879632,1.94192,1.824672,1.890624,1.967568,2.187408,2.260688,2.60144,2.777312,2.579456,2.297328,2.443888
624,"GNB","Guinea-Bissau",0.172208,0.175872,0.179536,0.1832,0.1832,0.1832,0.1832,0.20152,0.172208,0.194192,0.14656,0.150224,0.153888,0.194192,0.20152,0.212512,0.216176,0.230832,0.227168,0.234496,0.23816,0.245488,0.252816,0.25648,0.271136
328,"GUY","Guyana",1.132176,1.113856,1.04424,1.04424,1.384992,1.461936,1.516896,1.590176,1.656128,1.678112,1.608496,1.59384,1.579184,1.564528,1.626816,1.436288,1.289728,1.560864,1.5572,1.564528,1.718416,1.780704,1.993216,1.934592,2.007872
332,"HTI","Haiti",1.028928,1.014576,0.908928,0.701296,0.19,0.9,1.06,1.27,1.3,1.35,1.38,1.612592,1.872896,1.782896,2.040224,2.130224,2.162896,2.462896,2.470224,2.390224,2.240224,2.290224,2.230224,2.320224,2.910224
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",2.506096,2.504416,2.782432,2.959072,3.307776,3.929072,3.992656,4.140288,4.767008,4.847312,5.1312,5.94952,6.228224,6.870208,7.722496,7.848832,7.231728,9.006688,8.770352,8.29768,8.138752,9.18608,9.21104,9.296384,9.596384
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",67.636576,64.720416,58.273856,58.630416,58.013312,57.692624,58.720336,57.229648,57.634912,58.18392,54.946128,56.67337603,55.95572045,58.60282569,56.89307996,56.43487306,56.02066783,54.30302402,53.52758647,48.27466609,48.63256,46.59272,43.110656,41.5876,41.32958365
352,"ISL","Iceland",1.958624,1.921296,1.951296,1.983968,2.090304,2.000304,2.273968,2.161296,2.158624,2.115952,2.23328,2.162288,2.240304,2.233968,2.321296,2.295952,2.339616,2.389616,2.189616,2.149616,2.019616,1.939616,1.86,2.03,2.04
356,"IND","India",564.838216,608.9424907,630.3429867,653.2914587,688.6269147,743.8813947,782.3093333,825.26556,840.6923733,905.4438933,942.1554133,958.9095867,994.2326267,1017.558485,1095.01896,1153.748813,1232.08984,1351.13288,1439.29744,1617.082347,1705.6922,1795.128867,1927.216813,1993.516907,2158.18068
360,"IDN","Indonesia",149.7392213,163.745848,172.9423333,187.6232133,199.0593093,225.1411973,236.2859813,259.3071573,263.5754853,283.4586693,277.864616,299.0389547,305.2382773,335.2869787,340.8030293,343.7374453,363.55308,377.030784,375.4118,392.6087067,402.2756293,416.7645947,429.9713867,440.5813867,477.740632
364,"IRN","Iran",180.2291653,218.86132,234.6573147,232.6477973,262.5901573,273.8839813,281.979184,293.289112,294.986048,328.7097387,343.3174187,354.0919253,372.2472933,394.6708587,424.1696827,455.9649467,495.760104,529.1808773,540.167792,558.1938533,559.2634507,571.1090907,579.4080827,599.8202453,617.4255307
368,"IRQ","Iraq",65.63374667,47.17448,67.550728,88.94602133,99.90602133,96.30098133,98.36816533,115.9663973,81.653688,65.13213333,75.22043733,85.00043733,80.26446933,72.324296,75.63754667,88.64981867,84.38073067,77.861968,86.53832533,108.1100747,121.282512,132.89152,153.081,163.798208,170.9224053
372,"IRL","Ireland",30.923408,31.518752,31.628752,31.711808,32.849744,33.49104,34.943632,36.037904,38.596608,40.32744,42.134384,44.678416,43.736128,43.878944,44.87152,46.771824,47.690528,46.791296,46.278704,40.87232,40.517136,36.267904,36.287232,35.406608,34.856608
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",34.23896,35.089712,37.524896,41.300688,44.242592,47.962416,49.841968,51.929376,52.537984,53.865696,57.673264,58.461296,61.532672,63.29832,63.44344461,61.36441424,64.58864218,66.80441336,66.92281336,66.26350136,71.04486397,70.28283418,76.72957067,70.90140797,68.03399997
380,"ITA","Italy",409.22216,408.5952,406.322672,399.568752,394.681136,417.77944,414.645248,417.963104,429.40712,436.187472,439.707216,439.893232,447.849536,466.846528,477.475888,476.385056,472.886992,465.031424,450.181728,401.706496,409.033856,400.512656,379.656816,348.952288,330.37224
388,"JAM","Jamaica",7.45984,7.400528,8.13816,8.313504,8.373504,8.670144,9.048464,9.25312,9.738464,9.992816,10.050144,10.106784,10.277776,10.584112,10.65304,10.70136,12.117392,12.046784,10.062736,7.8664,7.289072,7.691056,7.247392,7.730368,7.584032
