"code","iso","country","NOT.raw.1990","NOT.raw.1991","NOT.raw.1992","NOT.raw.1993","NOT.raw.1994","NOT.raw.1995","NOT.raw.1996","NOT.raw.1997","NOT.raw.1998","NOT.raw.1999","NOT.raw.2000","NOT.raw.2001","NOT.raw.2002","NOT.raw.2003","NOT.raw.2004","NOT.raw.2005","NOT.raw.2006","NOT.raw.2007","NOT.raw.2008","NOT.raw.2009","NOT.raw.2010","NOT.raw.2011","NOT.raw.2012","NOT.raw.2013","NOT.raw.2014"
52,"BRB","Barbados",0.051827,0.0517092,0.0505438,0.0489457,0.0499707,0.0544054,0.055881012,0.054259924,0.052680537,0.051274249,0.049738361,0.046254049,0.036959138,0.037353826,0.052749815,0.042529303,0.041705189,0.041128075,0.043967161,0.037473147,0.038062533,0.040477166,0.042871099,0.043274231,0.038736764
112,"BLR","Belarus",13.86305114,13.03253127,12.79429062,12.41089307,11.84056762,11.72301757,11.72303454,11.74505921,11.63526058,11.55221405,11.37521552,11.35192272,11.37558842,11.29338861,11.53958141,11.9073697,12.39534905,12.24236349,12.80312113,13.02538178,12.84948292,13.389436,13.28032689,12.95564417,12.57342905
56,"BEL","Belgium",9.035423107,9.211224649,9.294484327,9.448609107,9.605596143,9.811784645,9.886653208,9.829148109,9.842224794,9.944784747,8.817926524,8.521827945,9.354048365,8.977699686,8.786392407,8.481447527,8.377062435,8.317278742,8.524426049,8.316370356,8.334830663,8.352815575,8.339324888,8.3323231,8.352518112
84,"BLZ","Belize",0.179541437,0.178908475,0.186866214,0.181459652,0.17881599,0.171652728,0.173030567,0.161383306,0.195848445,0.186683084,0.196809123,0.162475409,0.219465496,0.368114982,0.163749269,0.234606155,0.178439486,0.250210116,0.218846347,0.214917778,0.182227808,0.263493913,0.209129318,0.299359023,0.231097728
204,"BEN","Benin",2.128277514,2.147583378,2.171281241,2.191501605,2.292451169,2.238171232,2.329312304,2.394646876,2.705398149,2.596890121,2.661359593,2.384967462,2.906570732,2.536166002,2.430610771,3.025501641,2.610570006,2.693863772,2.595561537,2.609557803,2.593558368,2.597507412,2.542321256,2.6945751,2.731993744
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.122553794,0.121151934,0.115156374,0.117018613,0.118167453,0.128175493,0.125554874,0.126393456,0.130423837,0.139290019,0.1185592,0.112166168,0.111244836,0.112758005,0.116912973,0.125328141,0.120069839,0.148647937,0.117972335,0.118502634,0.124720332,0.118317485,0.129220338,0.116768791,0.113612844
68,"BOL","Bolivia",6.717551776,6.853959098,6.968996819,7.10191094,7.268768662,7.412210283,7.49598817,7.826953657,8.167769543,9.93436033,7.105609217,6.010094024,7.025137331,7.248258138,12.31057374,10.25603845,8.607140346,9.72866384,8.385652334,7.627150428,15.95878582,10.4410077,9.615050879,9.251369957,9.050569735
70,"BIH","Bosnia and Herzegovina",1.305224916,1.205613024,0.994776464,0.961814822,0.904198779,0.841088537,0.957017265,1.256249493,1.637433422,1.87607305,2.122938779,1.969558681,1.929668483,1.891244185,2.038352187,1.962696689,1.922375953,1.892974317,1.778482181,2.076546545,2.012184408,2.151196275,2.131402041,2.094293308,2.196945575
72,"BWA","Botswana",5.949061561,5.779675681,5.6717585,5.58052082,5.760711739,6.108256359,7.656666267,7.693533776,7.476279284,6.954092393,6.438503502,6.277814918,7.894765335,3.596680552,3.195678269,3.929700485,4.947384784,4.330163583,7.322919382,3.449579481,8.309077279,10.33919089,4.686579801,5.009733811,3.769624222
76,"BRA","Brazil",114.4247096,118.0621843,120.5714875,122.8270783,126.6742966,128.7124587,123.6316723,128.1106873,136.7310471,135.6111087,130.989481,136.4077633,146.2193707,154.7466405,161.0793874,166.1452386,160.4479908,178.4440109,164.2876321,167.4127184,191.924527,184.1991346,191.1663441,182.5917981,187.8469755
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.082949786,0.08372147,0.086100353,0.077731437,0.07729202,0.077733404,0.069987231,0.084920757,0.270836384,0.082771511,0.090352637,0.093061407,0.095191576,0.103465846,0.105793015,0.110063184,0.103148484,0.109570483,0.108446482,0.123297381,0.12246318,0.109696328,0.119880175,0.125684123,0.13890877
100,"BGR","Bulgaria",8.339033574,7.678745127,5.90071038,5.184372133,5.119314086,4.340912839,4.275717872,4.228705205,3.890334738,3.636148271,3.663666304,3.874210085,4.483256567,4.579935849,4.34915263,3.903493412,3.64894432,4.006381528,4.343413836,4.754472644,4.793321752,5.446436741,5.10300233,5.597930919,5.607050208
854,"BFA","Burkina Faso",5.237136478,5.441822716,5.592654453,5.74016779,5.915653627,6.099712665,6.316417995,6.625922725,6.944729054,7.079830984,6.988574014,6.733756961,7.259236708,8.396297355,8.378333802,8.819149049,8.44005302,8.57375089,8.681241561,8.799371031,9.193888702,9.145288131,8.950365859,9.456723588,9.482902517
108,"BDI","Burundi",1.13464367,1.144281072,1.163438374,1.153673176,1.105702778,1.12993348,1.127620149,1.145533919,1.124972788,1.144532958,1.156904527,1.192622302,1.167601676,1.185352651,1.224381125,1.2473427,1.280695509,1.297240018,1.390651127,1.421107337,1.507069346,1.581959302,1.651426659,1.724367916,1.773123072
116,"KHM","Cambodia",3.434505331,3.521587736,3.747559641,3.869435046,3.857695251,4.065477456,3.909144421,4.140526087,4.949946253,4.896739018,4.417406384,3.743732063,4.015117042,4.116011721,4.979374,4.39140588,4.596970695,5.17376031,4.735538425,4.59657624,4.930094256,5.362261373,5.052366591,5.033439808,5.275341926
120,"CMR","Cameroon",64.23475623,64.19667445,64.22572537,64.23744489,64.29391021,64.30935613,64.34648699,64.53741386,65.75327893,65.4429034,66.02772157,65.48554568,65.29585939,66.03623171,65.21723712,66.15801663,65.73570577,65.54825561,65.09688854,65.12928058,64.62139682,64.80205498,64.80509685,65.48970491,65.13713677
124,"CAN","Canada",54.6616492,55.51213767,56.34923955,57.35990372,57.8107033,59.62055037,58.11841802,54.32478166,59.5762279,53.45872574,49.07384528,48.19915092,55.71296056,55.31593169,54.75518173,55.85363396,54.48739026,55.57207496,55.14060167,49.42575307,58.08192917,57.53050203,57.7275915,66.56269096,63.41725223
132,"CPV","Cape Verde",0.056929559,0.063786227,0.084927295,0.085086864,0.068324832,0.0907846,0.060244616,0.071016933,0.082343449,0.087376365,0.082557882,0.086625185,0.085161288,0.085775391,0.090229494,0.094447598,0.100917205,0.107122213,0.114866421,0.118810229,0.123130637,0.068200319,0.069554701,0.071034783,0.071450265
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",23.70204626,24.14173913,24.47459801,24.80969628,25.16352806,25.53205153,26.22915703,27.54427992,29.84902202,28.57805021,30.09646921,28.25135198,27.52690816,31.47285253,29.5204993,31.33608618,31.46034494,32.20148551,33.36043837,30.87843524,32.606458,33.60372026,31.72639252,33.45721718,33.10631383
148,"TCD","Chad",7.638042859,7.728749542,7.812519025,7.856361908,7.930493991,8.063819574,8.396020309,8.747846244,9.723447679,10.16509871,10.39120985,8.732799582,9.566824014,9.885260247,9.556682879,10.04709871,9.694192421,9.91502703,9.718587639,8.750191048,9.030015058,9.707917112,9.565099866,9.407859621,8.734769975
152,"CHL","Chile",5.027913662,5.057530135,5.279232508,5.539798481,5.842520754,6.085275928,6.193294322,6.303870617,6.210048511,6.336440406,6.3044386,6.333331932,6.515700164,6.339531896,6.966154928,6.72606846,6.845693523,7.245893285,7.735368848,7.52038891,7.523096873,7.161569615,7.211102757,6.8571332,6.566844242
156,"CHN","China",302.2944859,307.3664765,312.8049646,301.3937609,314.6985685,352.1988015,369.0226935,356.5130549,355.8187741,368.5169676,358.1954351,365.4426876,365.8089073,370.4911575,384.7609825,393.8474776,402.5450822,409.4990877,416.6134144,422.9089381,430.7324028,426.7948989,431.7664751,433.8124029,438.1163851
170,"COL","Colombia",18.99533699,18.97671888,18.94509996,19.27309814,19.56086132,19.5380366,19.65211966,19.74484021,20.06685707,19.29964252,19.87540147,19.84355351,20.07386094,20.67053377,20.3959432,21.27010573,21.85879558,22.92411874,22.13819149,22.60634224,22.91506649,22.15246334,21.43802249,21.41698694,22.2148572
174,"COM","Comoros",0.042731607,0.042920667,0.043112626,0.043813186,0.044330746,0.045127705,0.045094936,0.045790868,0.050190999,0.05245723,0.047013161,0.047749847,0.048345134,0.04557002,0.044989106,0.048024792,0.046798218,0.046904844,0.04985267,0.047781496,0.048543722,0.049379307,0.049351692,0.051054377,0.049900462
184,"COK","Cook Islands",0.039455503,0.039419617,0.039551331,0.040086045,0.040417659,0.040559473,0.040006136,0.039166198,0.038381661,0.037591424,0.036728087,0.035480167,0.034415847,0.032448527,0.031430307,0.030382287,0.02959139,0.028624093,0.027865795,0.027019998,0.026097201,0.025431648,0.024785495,0.024107043,0.02343499
188,"CRI","Costa Rica",1.852919404,1.889137393,1.887897182,1.854784071,1.814305159,1.699046648,1.792581386,1.847942323,1.89870186,1.687377998,1.582322035,1.47816942,1.348054805,1.51419159,1.476315475,1.69281996,1.580393076,1.631467292,1.685063407,1.741019623,1.670644439,1.854727822,1.845175705,1.871033689,1.885930372
384,"CIV","Cote d'Ivoire",3.943642192,3.973191988,3.997608483,4.059209578,4.103060174,4.123378269,3.874111359,3.850983249,3.755446839,3.438460729,3.247957418,3.07860695,3.450134482,3.193265213,2.708908145,3.303277177,3.184301077,3.139370478,3.130513079,3.02214648,2.949706381,2.962167564,3.020896748,3.331182632,3.036815515
191,"HRV","Croatia",2.671312396,2.490425443,2.726073948,2.429430984,2.38814812,2.328899556,2.352674674,2.705355292,2.366631109,2.368208527,2.483158245,2.410145229,2.620996213,2.524827497,2.735242381,2.564826265,2.999080029,3.082535394,3.406013859,2.282524223,2.376967388,2.528780175,2.426543263,2.32625665,2.290204637
192,"CUB","Cuba",6.800862285,6.315572162,5.87706844,5.074153718,4.591174396,4.304920673,4.283123147,4.41317312,4.318744594,4.107107467,4.088065941,4.177150103,3.862607865,3.622376827,3.65955889,3.459809952,3.62583939,3.697722027,3.755880465,3.659356903,3.702846641,3.924449411,3.871250182,3.862709052,4.143202523
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.255950726,0.253189709,0.289602893,0.292496777,0.299720961,0.288967945,0.301384066,0.282556788,0.291860009,0.29691923,0.272214351,0.279691488,0.302431124,0.325940661,0.302723097,0.287579234,0.266433762,0.271060989,0.255261917,0.268782145,0.284662573,0.275672815,0.286856957,0.254752498,0.24353674
203,"CZE","Czech Republic",8.222351009,6.72247238,6.359821383,6.050254072,6.02237168,5.858205889,6.084200502,5.827863214,5.715398726,5.681624839,5.902107351,6.298675803,5.471530054,5.576481406,5.709581858,5.695009109,5.613724515,5.697380521,5.537075927,5.399549433,5.332428939,5.457005027,5.917634914,5.946526601,6.012084789
180,"COD","Dem. Rep. Congo",18.60694195,18.51734741,18.54960918,18.51415025,18.50133281,18.41532178,18.41365375,19.97268523,20.7505197,18.18733717,17.14778595,16.76577247,16.3389298,17.78478982,19.38783554,18.83146867,20.44353312,16.60386747,18.32094652,18.67694857,19.55091612,19.36455401,16.76550229,18.38132138,17.92414437
208,"DNK","Denmark",7.425198746,7.250409335,6.876860423,6.933718911,6.7764712,6.695535588,6.690435856,6.690622325,6.594859094,6.390124162,6.378197131,6.101223517,5.474286104,5.641584391,5.170099178,4.954426165,4.953649079,4.992609693,5.140868307,4.986179922,4.953227536,4.953879398,4.93673946,4.904408523,4.919861385
262,"DJI","Djibouti",0.203180323,0.204788406,0.205587988,0.209689871,0.216652153,0.232145136,0.242400411,0.244515786,0.249474362,0.259358437,0.259427113,0.258793201,0.258573389,0.259637978,0.261930466,0.262481555,0.259619424,0.259668993,0.260192462,0.260857331,0.2610041,0.260436553,0.262716307,0.26284596,0.263998813
212,"DMA","Dominica",0.028277522,0.029431568,0.027003613,0.027054658,0.025867304,0.021219049,0.020288219,0.020769588,0.020784658,0.020805528,0.020829497,0.020820774,0.015396051,0.015973227,0.016542804,0.01684308,0.015409244,0.018413508,0.015758572,0.015286236,0.0152307,0.015821035,0.015640371,0.016133007,0.015115842
214,"DOM","Dominican Republic",2.03357525,2.180181573,2.147536896,2.161390818,2.212037241,2.239541763,2.374091835,2.478979608,2.48317718,2.300048752,2.269614824,2.424766913,2.733352103,2.642720892,2.869843482,2.938637171,3.074471392,3.279642014,3.260544835,3.348273756,3.497643177,3.4720265,3.383899622,3.420352545,3.471634968
218,"ECU","Ecuador",3.778070468,3.95079013,4.073468791,4.212016753,4.321349114,4.407865776,4.620232594,4.886639813,4.844205531,4.503725049,4.354373967,5.50356913,4.785769493,4.687840155,4.869941118,4.67765848,4.881083026,4.586052872,4.991691617,5.037694263,5.388900308,5.561678044,5.442160979,5.306070615,5.39908695
818,"EGY","Egypt",13.61794607,13.85405821,13.54333705,14.08457169,12.82780553,14.32912477,14.21736736,13.59053436,13.97984705,13.77717205,14.17604884,14.55147095,14.75282475,18.33429746,17.08801306,17.90462957,15.27892188,15.99984249,19.1259667,16.40455671,17.72898782,17.61394813,17.36220563,17.77589924,17.48644505
222,"SLV","El Salvador",1.322370785,1.36882626,1.399081036,1.383296411,1.359563586,1.284197261,1.489179184,1.515327507,1.368086831,1.434863854,1.355342377,1.438018217,1.406243158,1.408608199,1.50203404,1.652299881,1.600386473,1.710270765,1.796540358,1.70036965,1.713019043,1.673336482,1.683519922,1.536432161,1.569313701
226,"GNQ","Equatorial Guinea",0.013381443,0.013608961,0.013847279,0.014086397,0.014276415,0.014496733,0.014781824,0.015094916,0.015402207,0.015742598,0.016056289,0.01632991,0.01648513,0.016678851,0.016879771,0.017088492,0.017320615,0.017562238,0.01882156,0.018018483,0.018401206,0.019710746,0.019067985,0.019423625,0.019654164
232,"ERI","Eritrea",3.274498085,3.277983373,3.314015686,3.024143795,2.982733834,3.002667773,3.037934198,3.112299522,3.082881247,3.007264571,2.959615595,2.848124406,2.778691517,2.789821528,2.758638038,2.770090449,2.720094765,2.749768481,2.662839997,2.591000912,2.543230028,2.578778287,2.596601346,2.616718905,2.632723764
233,"EST","Estonia",2.157313966,2.034139624,2.562371722,2.425213303,2.274430985,2.191837066,2.150238032,2.158050198,2.185380864,2.13887583,2.159027296,2.111432473,2.09100955,2.110223527,2.119896105,2.089103282,2.102421464,2.125572446,2.196657429,2.138052111,2.133939693,2.153312565,2.189326836,2.200187608,2.242092179
231,"ETH","Ethiopia",26.10149459,26.14890159,26.74864156,24.30050073,24.68849337,24.87905661,26.07298622,27.10184352,29.51215402,29.69566092,28.04455422,28.4151499,32.62093858,31.56759427,32.50787255,34.13400723,35.47812463,39.13992383,40.33852324,42.06466584,43.96640545,43.25504414,44.95945044,45.83996854,48.08330893
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.350576341,0.34456297,0.342242598,0.367579127,0.384479756,0.407154284,0.404356898,0.410322811,0.399230824,0.371509838,0.348889651,0.368678028,0.383684305,0.336152283,0.37301596,0.359865337,0.345815848,0.34848826,0.365555271,0.346660083,0.338954594,0.343409081,0.347043667,0.347224254,0.345205141
246,"FIN","Finland",11.96792274,11.6646325,11.69591446,11.76448432,11.91191788,11.93396464,11.71175339,11.54953995,11.26058371,11.05896827,10.86559702,10.43640175,10.17678088,9.699961706,9.365853733,9.14474496,8.837905115,8.933578769,9.126566823,8.719198577,8.815519831,8.414319809,8.420349987,8.535173665,8.629100542
250,"FRA","France",64.5379682,65.68885389,63.14229058,63.24644527,64.25582046,65.39047795,64.27401542,61.59868709,58.78243446,56.48886632,52.08352819,51.60065386,50.04196452,49.31512679,48.99833715,47.08677232,46.41108663,47.02846495,45.19328606,43.28799678,43.28729359,42.2413258,42.8475126,42.80488211,46.05991661
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",1.081662868,1.084285307,1.085471947,1.085755687,1.079249427,1.067408467,0.905038181,0.768056396,0.619134711,0.469338525,0.30274134,0.279394885,0.30383553,0.314252876,0.350749021,0.328112966,0.344258562,0.364239958,0.372290753,0.352869949,0.344757445,0.372043394,0.423378444,0.466336193,0.401039842
270,"GMB","Gambia",0.35877953,0.373346571,0.371531512,0.372723853,0.374145694,0.375869535,0.370457969,0.360905603,0.375502137,0.419701671,0.418958905,0.417551481,0.382100558,0.382499234,0.450651911,0.439187187,0.510978746,0.475143504,0.474626162,0.46394322,0.475522879,0.473430231,0.399983083,0.429147435,0.452923287
268,"GEO","Georgia",2.237431725,2.060817936,2.277163181,1.893284023,1.567714666,1.456394108,1.534165798,1.627141289,1.670717079,1.78336737,1.86432746,1.847133446,1.843927432,1.835978819,1.894562305,1.934882091,1.892505678,1.777006664,1.711459951,1.728702138,1.701843224,1.913167216,1.974768407,2.139435899,2.19138399
276,"DEU","Germany",73.2578795,72.10824254,70.26133339,69.82763064,71.26947788,71.73187093,67.48284242,63.6346248,59.81314719,56.24948498,50.79143567,50.65231866,50.13906406,49.93983966,50.06437226,49.86085835,48.66327543,50.24358731,49.72190919,50.15774997,51.45178805,48.57613713,47.13576871,45.99192209,45.41455467
288,"GHA","Ghana",4.033505115,4.124782314,4.099073714,4.133649213,4.144919312,4.165863111,4.095431837,4.269076662,5.098023387,4.310710213,4.991984738,4.999476405,4.588026471,5.084965038,4.163214304,5.666754271,5.461075837,4.946035702,5.045627168,4.776030033,4.834187899,5.379945762,5.162545826,5.692456389,5.543736652
292,"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",8.275019942,8.183314466,7.94978869,7.456971715,7.551612339,7.294550363,7.452832571,7.236120779,7.208247887,7.084904795,7.101548903,6.871189968,6.810924134,6.8925505,6.542788965,6.336736931,6.071105902,5.936060373,6.059315744,5.584716215,5.918312486,6.570482769,5.936216051,6.358993233,6.476794416
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.006773253,0.006655785,0.006667417,0.00664595,0.006798682,0.006886914,0.006720895,0.006607376,0.006530857,0.006750438,0.006229819,0.00630762,0.00654112,0.006654421,0.006630321,0.006600722,0.006934475,0.006990528,0.00717168,0.007276733,0.007049386,0.00708386,0.007114035,0.007100309,0.007131183
312,"GLP","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",2.765754262,2.921955618,3.039958373,3.171694028,3.163655983,3.205329438,3.212987475,3.225664113,3.71082125,3.421309187,3.740615624,3.34844405,3.310730876,4.408858202,3.757301527,4.746745153,3.942562287,4.237108021,3.871681955,4.427446689,4.352037023,4.616839932,4.652678241,4.78647015,4.544306259
324,"GIN","Guinea",2.400782474,2.479437299,2.553780023,2.646475948,2.759877572,2.867738097,2.863620595,2.925838294,3.461030592,3.14797299,3.304898789,3.338025731,3.973486973,3.640813415,3.706174257,3.948734099,4.098340088,3.904426677,4.524521465,4.395923554,4.335631643,4.255498143,4.799091643,4.776212443,4.608072043
624,"GNB","Guinea-Bissau",0.48768214,0.490924105,0.50133677,0.511547536,0.520199601,0.529201266,0.523590228,0.51932939,0.581650453,0.690036715,0.617104177,0.608278115,0.609966352,0.634896089,0.556000227,0.509384064,0.644180237,0.58251211,0.590781283,0.604247655,0.679713328,0.685466747,0.773491965,0.710790884,0.739799902
328,"GUY","Guyana",0.753065882,0.803793499,0.800080217,0.803482934,0.792310551,0.828512368,0.807809528,0.829138788,0.972801449,0.789612409,0.737417269,0.714944754,0.739186239,1.029038824,0.839758908,0.900414893,0.799155477,0.80755646,0.881317444,0.901541227,0.776089211,0.741656709,0.918207706,0.882678404,0.998172302
332,"HTI","Haiti",1.120285271,1.194126849,1.338124827,1.288593106,1.292852984,1.313582363,1.340144797,1.440368032,1.495376667,1.500271702,1.667630737,1.669296688,1.632907939,1.64672959,1.648046241,1.662850892,1.663897084,1.686318076,1.687628069,1.708970261,1.726092753,1.732360452,1.727776451,1.74571725,1.748104249
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",2.006609652,2.070291612,2.065671771,2.029107931,1.975480491,2.299604951,2.168452309,2.467924467,2.579441825,2.453759683,2.716712841,2.404095214,2.069825888,2.752608062,2.537540736,2.91330061,2.808309085,2.76899556,2.562987235,2.721604511,2.707986486,3.021870914,2.876553142,2.98041517,2.990951698
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
