"code","iso","country","AMP.raw.2000","AMP.raw.2001","AMP.raw.2002","AMP.raw.2003","AMP.raw.2004","AMP.raw.2005","AMP.raw.2006","AMP.raw.2007","AMP.raw.2008","AMP.raw.2009","AMP.raw.2010","AMP.raw.2011","AMP.raw.2012","AMP.raw.2013","AMP.raw.2014","AMP.raw.2015","AMP.raw.2016","AMP.raw.2017"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",1.88147265656287,1.88147265656287,1.88147265656287,2.20280015157766,56.9058230746471,58.4418485208647,65.8454691721958,66.1392588196906,68.7063766392129,68.7063766392129,68.7063766392129,198.694452191626,198.694452191626,198.694452191626,203.051410997225,203.051410997225,203.051410997225,203.051410997225
12,"DZA","Algeria",13.2781415147694,13.2781415147694,13.2781415147694,13.2781415147694,39.3639742729461,39.3639742729461,39.3639742729461,39.3639742729461,39.3639742729461,39.3639742729461,39.3639742729461,39.3639742729461,40.0249957272715,40.0249957272715,40.0249957272715,40.0249957272715,40.0249957272715,40.0249957272715
16,"ASM","American Samoa",35341.8912724675,35341.8912724675,35342.4144091374,35342.5467936989,35343.6292153216,35343.6292153216,35343.9046913174,35343.9046913174,35343.9046913174,35343.9046913174,35344.0221796736,35344.0221796736,35344.0221796736,35344.0221796736,35344.0221796736,35344.0221796736,35344.0221796736,35344.0221796736
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652,1.41920273152652
660,"AIA","Anguilla",64.8341946967677,64.8341946967677,64.8341946967677,64.8341946967677,64.8341946967677,64.8341946967677,64.8341946967677,64.8341946967677,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489,65.6304523158489
28,"ATG","Antigua and Barbuda",51.017008932497,51.017008932497,51.017008932497,51.017008932497,51.017008932497,51.017008932497,187.69417578321,187.69417578321,187.69417578321,187.983775872982,187.983775872982,187.983775872982,187.983775872982,187.983775872982,187.983775872982,187.983775872982,187.983775872982,187.983775872982
32,"ARG","Argentina",4403.92630557225,4418.51597816893,7994.54713157624,8084.4646994936,8084.4646994936,8084.57579664998,8541.77469363451,8541.77469363451,8541.77469363451,8542.80178594165,9284.89464736523,9284.89464736523,9292.41539390211,14044.7584729066,17685.7460619175,24445.7759166299,24445.7759166299,24445.7759166299
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
