"code","iso","country","PM1.raw.2008","PM1.raw.2009","PM1.raw.2010","PM1.raw.2011","PM1.raw.2012","PM1.raw.2013","PM1.raw.2014","PM1.raw.2015"
4,"AFG","Afghanistan",66.2567415154088,55.4062112382488,63.2725765104836,60.8427088478902,68.5965509615537,64.5789431240401,62.5950488504504,73.5059838738603
8,"ALB","Albania",34.194804058969,23.9615494483275,32.241013129504,37.6893611579912,40.2826389768713,30.4304124144654,28.6131641754077,68.3950646879158
12,"DZA","Algeria",5.86799261257676,1.19262563095395,4.79878564824231,5.06401462008018,6.23142470476249,3.28152642247895,8.41454279300293,24.488908295762
16,"ASM","American Samoa",0,0,0,0,0,0,0,0
20,"AND","Andorra",0,0,0,0,0,0,0,0
24,"AGO","Angola",92.2265110784108,93.50468493424,95.4058588869109,98.5452595443535,97.3289098130598,98.9488054003339,97.4904295345204,99.2931093045558
660,"AIA","Anguilla",0,0,0,0,0,0,0,0
28,"ATG","Antigua and Barbuda",0,0,0,0,0,0,0,0
32,"ARG","Argentina",25.3375409923782,20.4095705365051,11.111565015102,24.2029446859296,15.0422350880174,31.794511749986,27.4849198939281,34.8080709680979
51,"ARM","Armenia",99.9532368142906,99.0792822746264,99.9532368142906,99.9230307713262,99.9532368142906,99.9532368142906,99.9500293512151,99.9532368142906
533,"ABW","Aruba",0,0,0,0,0,0,0,0
36,"AUS","Australia",0,0,0,0,0,0,0,0
40,"AUT","Austria",83.4181077744797,86.0215842978164,78.3712985646563,79.8291879158028,82.1423414876695,85.4870834395507,99.9867196861891,80.110153865387
31,"AZE","Azerbaijan",99.3604725680515,98.4502037644067,99.3699497752735,99.3197504298001,99.3628779764063,99.3670750868056,99.3407221664245,99.3707079818705
44,"BHS","Bahamas",0,0,0,0,0,0,0,0
48,"BHR","Bahrain",100,100,100,100,100,100,100,100
50,"BGD","Bangladesh",99.7474523572482,99.7474523572482,99.7474523572482,99.7474523572482,99.7474523572482,99.7474523572482,99.7474523572482,99.7474523572482
52,"BRB","Barbados",0,0,0,0,0,0,0,0
112,"BLR","Belarus",99.4701809554628,99.9932081656098,99.9932081656098,99.553331054259,99.7542128117441,99.6628776411842,99.9932081656098,99.8979876827328
56,"BEL","Belgium",97.3705882559632,97.8257073481198,99.9953607390967,99.0378648404861,99.5399330582758,99.0103772015219,99.610464357201,99.4420685664302
84,"BLZ","Belize",0,0,0,0,0,3.21062313176359,0,0
204,"BEN","Benin",67.8075451024802,65.5888224257582,65.928364101394,66.6495552625906,75.7704480153466,66.4099829817932,64.6306616662646,68.6450397182261
60,"BMU","Bermuda",0,0,0,0,0,0,0,0
64,"BTN","Bhutan",95.2396394407711,97.7708894901927,94.5429757746863,92.9503494631353,95.3736071365041,96.0813744719731,97.1473233677811,97.5607564513776
68,"BOL","Bolivia",25.8336334724974,6.84547008104481,76.6904584309776,26.126476364616,32.5172947526601,55.2520865351644,51.4735040403295,22.081015094747
70,"BIH","Bosnia and Herzegovina",52.2698183350656,69.9804182043795,73.3004022997797,86.2267651819273,82.672503205005,69.3132791394685,86.7364183883105,94.4041791262236
72,"BWA","Botswana",96.5230867319729,90.202882967237,98.1191496547159,96.6605461529125,95.329003984412,96.5234958737638,94.1855850729988,98.2046047725922
76,"BRA","Brazil",32.2556540471946,31.8218611889027,37.7092772465674,34.2813001518175,38.8942798300161,34.2342013202181,37.0048889984702,42.7532897300054
92,"VGB","British Virgin Islands",0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",1.39832256031652,98.5552198457723,2.81096842108906,0,89.8847999985379,2.93761302438247,0,35.9279278880622
100,"BGR","Bulgaria",75.918853470402,36.0436539592063,86.844103745293,70.0402115707972,74.2234871444123,76.3421536781659,84.5569117151032,83.9923790978218
854,"BFA","Burkina Faso",0,0,0.00352869558652505,0.0339938166478598,0.00358366402424624,0,0.00191012015417894,0.0697090681211175
108,"BDI","Burundi",99.9105415093427,99.9105415093427,99.9105415093427,99.9105415093427,99.9105415093427,99.9105415093427,99.9105415093427,99.9105415093427
