"code","iso","country","CH4.raw.1990","CH4.raw.1991","CH4.raw.1992","CH4.raw.1993","CH4.raw.1994","CH4.raw.1995","CH4.raw.1996","CH4.raw.1997","CH4.raw.1998","CH4.raw.1999","CH4.raw.2000","CH4.raw.2001","CH4.raw.2002","CH4.raw.2003","CH4.raw.2004","CH4.raw.2005","CH4.raw.2006","CH4.raw.2007","CH4.raw.2008","CH4.raw.2009","CH4.raw.2010","CH4.raw.2011","CH4.raw.2012","CH4.raw.2013","CH4.raw.2014"
818,"EGY","Egypt",20.19738908,21.89927727,23.54452367,24.94993506,25.96918585,27.27223005,29.39907811,32.19567227,33.75917174,37.1626066,39.56629786,40.38221204,42.29245122,43.3107989,44.51649738,45.44529955,46.59075196,47.81314607,48.76169558,47.74499419,47.7705029,49.52624404,50.75812688,50.92082053,51.87197777
222,"SLV","El Salvador",2.947140252,3.039640959,3.114616966,3.097848073,3.22858218,3.099383787,3.340050739,3.229203691,3.116909343,3.253873895,3.174777347,3.390783618,3.509979889,3.44377786,3.462943932,3.475240203,3.569167913,3.656506723,3.708335033,3.641178343,3.528377253,3.287524041,3.429152029,3.179041917,3.383716905
226,"GNQ","Equatorial Guinea",0.086037912,0.12585762,0.165676028,0.205495736,0.245274245,0.285097953,1.50673838,2.728420007,3.950065235,5.171753962,6.393409389,8.03599225,9.67849521,11.32105677,12.96359413,14.60612149,14.68030942,14.75447644,14.83064307,14.9027872,14.97715203,15.11073231,15.24239689,15.37499617,15.50752865
232,"ERI","Eritrea",2.181193616,2.227254253,2.307807234,2.142831566,2.203789922,2.264329777,2.481913815,2.760702854,2.884388092,2.95975613,3.069557969,2.958972331,2.938523693,3.020604855,3.048543516,3.088575678,3.110792085,3.218692491,3.234028497,3.234893503,3.266967209,3.310403061,3.342063812,3.381957264,3.407520015
233,"EST","Estonia",4.324943601,4.156261597,3.170720945,2.866648035,2.475659525,2.274002214,2.181242719,2.146168024,2.149133529,2.140479834,2.096026639,2.075597091,2.115638643,2.079462295,2.096634747,2.0968868,2.108127299,2.076761399,2.081573999,2.048326099,2.041058599,2.027793835,2.00913977,2.002454506,2.012859941
231,"ETH","Ethiopia",40.12961247,40.52248598,41.50070514,38.21043905,38.77567934,38.95919383,40.55477152,42.73136771,46.4772323,47.15674739,44.51834599,44.82245601,50.14093784,50.24229047,51.07605529,52.05177642,54.66538257,58.91669811,61.55055626,63.60663941,65.89791666,64.82452043,67.5713062,68.80428777,71.34708024
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.578037322,0.593562357,0.602622393,0.642164628,0.667561964,0.694558499,0.68971959,0.692736082,0.686598473,0.661521465,0.660869456,0.67370301,0.646426963,0.640837717,0.64404777,0.640255823,0.640966197,0.65042757,0.649218644,0.665086917,0.646444491,0.641362519,0.642368147,0.646289575,0.655304403
246,"FIN","Finland",6.983547463,6.832444558,6.754785652,6.700267547,6.689967641,6.570686036,6.439506701,6.305095867,6.109633032,5.905802498,5.710461863,5.49016799,5.310397218,5.111794245,4.872046373,4.6838391,4.642934858,4.540507717,4.485360775,4.435912433,4.408940791,4.407984861,4.38612373,4.4002223,4.40002237
250,"FRA","France",62.93186931,63.17040525,62.66462689,61.93512913,62.41725458,63.21390302,63.33926967,63.29964303,62.26854718,62.61761363,62.39906659,62.34482479,61.5075419,60.40210731,59.46150901,59.04818742,59.20143421,59.41738189,59.96326638,59.52456397,59.12654565,58.44277559,59.52029353,58.60384596,58.9097368
254,"GUF","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",1.479105263,1.507231292,1.53475192,1.560602648,1.584986277,1.608699905,1.467507474,1.327115643,1.195363712,1.063567481,0.91513945,0.902544859,0.914915368,0.939217976,0.970644185,0.964893094,0.984259182,1.009364969,1.066170557,1.000207345,1.008858232,1.077577858,1.106397983,1.217236408,1.103698633
270,"GMB","Gambia",3.351631083,3.481822593,3.589242204,3.694911915,3.840693025,3.972436736,4.094762321,4.202531005,4.323442889,4.597367674,4.687278958,4.763514385,4.824300312,4.950505739,5.184922366,5.317996093,5.554989009,5.652873824,5.85798924,6.149791356,6.379258272,6.306136407,6.457912042,6.664909977,6.830902912
268,"GEO","Georgia",12.07202573,10.72000199,9.020406908,7.50282328,6.101094652,4.785352323,5.091990685,5.398700246,5.691506407,6.000912869,6.35552563,6.15909533,5.94040623,5.74549273,5.532313931,5.232759731,5.179067676,5.008056822,4.911186168,4.855358914,4.798129759,4.842961957,4.906688755,4.996280452,5.12967385
276,"DEU","Germany",115.2823644,110.0098873,103.3051851,99.71962741,96.90408879,94.43881287,90.83635739,87.417004,83.12511891,79.39225102,75.36066304,72.46403389,69.27994185,65.75819031,62.27131257,59.44811602,56.95267827,55.11302802,53.82010568,51.87938133,49.71705708,49.01643454,48.5942133,48.38505686,48.18567272
288,"GHA","Ghana",5.187668221,5.446268079,5.517035738,5.659399196,5.812717554,5.973110913,6.094517504,6.597543995,7.798274387,7.127185278,7.889940569,7.814079461,7.746705052,8.329270143,7.893049735,9.271155926,9.076457667,8.857746508,9.020332648,8.904210589,9.04174903,9.629128521,9.419998313,9.961179204,9.919297596
292,"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",10.09197096,10.06113831,10.05377586,10.1289116,10.19115265,10.2785266,10.31503685,10.34048049,10.39018574,10.22641419,10.27314993,10.03188899,9.726550247,9.592689304,9.588255861,9.366442117,9.170731586,9.166846654,8.887328523,8.725479491,8.605760859,8.611209712,8.278077764,8.302396117,8.230030669
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1.45113305,1.461994637,1.472875025,1.483768913,1.494676001,1.505586388,1.517444454,1.52931492,1.541186486,1.553120252,1.564836318,1.574035274,1.58320363,1.592437786,1.601581042,1.610718298,1.62064339,1.630595983,1.640675975,1.650638468,1.66022116,1.669119108,1.677998855,1.686761202,1.69561445
312,"GLP","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",5.420332284,5.504010047,5.71908661,5.921456273,5.829191136,5.850214199,5.966741836,5.942887972,7.249045608,6.356284944,7.070751481,6.197927655,6.36769393,8.172836404,6.383501979,8.620487553,6.688190615,7.583671977,7.431224839,8.2014529,7.739024862,7.777489963,7.903971763,8.228387764,7.997846765
324,"GIN","Guinea",4.472948462,4.678324325,4.894971587,5.12197855,5.371820012,5.624473975,5.709414238,5.886084501,6.594552764,6.426984427,6.55711659,6.375274678,6.977118766,6.955055154,7.103961442,7.40754683,7.804435202,7.848723373,8.364067845,8.320231816,8.400246387,8.566745049,9.54404931,9.661308272,9.362744934
624,"GNB","Guinea-Bissau",0.629809864,0.635380322,0.653989579,0.662763337,0.674402395,0.691721652,0.661951741,0.677768729,0.829550518,1.022338206,0.862376395,0.745574237,0.751346479,0.770574821,0.711944263,0.705219105,0.814353862,0.787355319,0.810833876,0.836962333,0.91266679,0.922396743,0.994445396,0.992448849,0.995014803
328,"GUY","Guyana",1.220597732,1.390918981,1.438987829,1.540424377,1.526010425,1.691546174,1.607536522,1.60993567,2.324612118,1.367765366,1.136777915,1.027876093,0.945778472,2.743189351,1.213575829,2.113370008,1.43630146,1.473872812,1.561098064,2.015219016,1.066212368,1.181728438,1.998092407,1.602869777,2.842758946
332,"HTI","Haiti",2.521449668,2.656980295,2.967656921,2.867970948,2.859764875,2.887222601,2.933467341,3.080748581,3.12993572,3.18870146,3.410518,3.450184063,3.496466226,3.537347789,3.551584852,3.591784216,3.601572686,3.643416257,3.657349427,3.700927598,3.730253969,3.758507674,3.76167738,3.802897186,3.800096992
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",6.314687292,6.38223833,6.431217868,6.176024606,6.519202244,6.401751582,6.48356043,6.729598779,6.872819427,6.390583976,6.670021025,6.453166106,6.872853588,8.190994169,7.589718551,8.337481932,7.95185605,8.006651467,8.172782985,8.451905502,8.488820019,8.768738471,8.644695424,8.902467276,9.025203228
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",10.20263834,10.11105768,9.636626115,9.168261651,8.813079388,8.543461924,8.672998203,8.671120682,8.618934761,8.718713939,8.729314118,8.595481439,8.524387059,8.517781279,8.448997899,8.32555982,8.14387496,7.9712082,7.81381224,7.63250498,7.45799542,7.345130536,7.351922552,7.421683368,7.436752184
352,"ISL","Iceland",0.438501005,0.439906597,0.436480788,0.438073379,0.44294037,0.441612561,0.448229379,0.450904997,0.455351915,0.454692732,0.44637865,0.443396106,0.435599761,0.432955317,0.427954372,0.431034827,0.448571066,0.448879805,0.456261444,0.463848482,0.467932621,0.466806636,0.463054551,0.453577666,0.47118908
356,"IND","India",470.1760218,475.8713842,480.7141456,486.3282722,491.2313747,495.3531207,503.246405,508.8373514,517.2059908,524.3199836,527.4258645,533.2718338,530.5905187,540.7418268,549.7535676,563.6124382,573.7721891,586.3949398,593.4485647,590.7939467,598.548624,603.2078765,604.2219679,609.9110212,611.1435523
360,"IDN","Indonesia",209.7769625,211.6445008,218.6114832,219.9523664,222.0807153,227.9127737,199.1171577,404.2177201,247.0519675,211.3493974,195.6985806,196.2326847,269.9819182,210.1464552,249.5422769,220.5888967,292.2668073,200.4134436,201.60165,269.2166409,208.3998296,236.9851348,242.1850728,241.1345215,303.1094347
364,"IRN","Iran",51.7964756,53.11758048,55.20799765,58.10310402,60.04729569,62.10256077,65.50246636,68.37530636,71.73232586,74.17910696,76.34788676,78.02487065,79.72474414,81.54811433,83.74303932,85.9822763,86.69976651,87.43908382,86.03145623,87.92195633,88.81006714,88.92575214,89.48850995,89.76533325,90.20043856
368,"IRQ","Iraq",86.33500164,74.3605638,63.70292857,53.16179573,42.20418339,30.98194076,45.53955469,60.98146933,76.27985146,91.3521974,106.4583203,101.3606517,96.38051814,90.7402062,85.90475465,81.22258431,86.05082016,90.92369892,95.70219667,100.9773344,105.774221,109.1862047,112.5254173,115.9368203,119.1620238
372,"IRL","Ireland",12.98052153,13.19747984,13.28836545,13.44138086,13.53678058,13.65405449,13.54623982,13.74636156,14.00881279,14.05458953,14.02535536,13.9818516,13.82389583,13.79569767,14.12407201,13.94210965,13.76625574,13.38887524,13.53986234,13.47940084,13.07643294,13.22365422,13.7669733,14.12086318,14.32367596
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",6.927789445,7.19457084,7.478783736,7.759018331,8.052066127,8.329401923,8.42832409,8.522183258,8.627920426,8.731017494,8.834887261,8.363134243,7.870246924,7.404285105,6.928832987,6.466816168,6.633605969,6.758131069,6.903373569,7.02315037,7.17709347,7.297472705,7.420017239,7.554580074,7.671941208
380,"ITA","Italy",49.54844214,48.18433806,47.93250448,47.2645727,47.23104583,46.77379325,47.27960372,47.48478728,47.73362935,48.17619811,48.66245638,45.80969706,46.21705845,45.01326283,44.46663361,43.2877264,42.43877054,41.66245237,41.00761401,40.19855525,39.45840989,38.79771577,38.73103914,39.12441201,38.81901469
388,"JAM","Jamaica",0.889863035,0.938611031,0.992305626,0.995626021,0.966760516,0.982800811,0.953243087,0.933039062,0.938229738,0.945319914,0.955271989,0.946258205,0.946536822,0.986985138,0.931689054,0.916117071,0.729960929,0.700509287,0.700431845,0.715288903,0.71527136,0.715319652,0.713701443,0.718845535,0.714672726
392,"JPN","Japan",30.0418155,29.59372255,29.50599189,29.25400224,29.07391659,28.09934384,26.92038034,26.28113194,25.12480724,24.56062034,23.94933144,23.09982654,22.56196785,21.95937576,21.56389637,20.99270758,20.61751755,20.27344373,19.789403,19.48056208,19.13558266,18.69634557,18.61415798,18.6124288,18.35846851
400,"JOR","Jordan",6.689085768,6.909222479,7.15489819,7.327098402,7.405596213,7.558138724,6.694983224,5.785680723,4.864582423,3.942988523,3.085043722,3.095261993,3.174745763,3.231089134,3.298604805,3.399928275,3.544241114,3.742173753,3.964503192,4.035521731,4.17187407,4.213463871,4.242660172,4.317035073,4.384921974
398,"KAZ","Kazakhstan",73.27733214,68.6146762,61.83037642,58.0672129,53.26366338,46.32793076,43.21575186,40.29520466,37.41546456,35.33876146,34.32368716,34.91380097,38.34799807,36.77352038,38.51817479,39.4661012,41.50475424,41.55114289,43.77133574,44.49194079,47.36127014,46.51959121,47.20465048,46.94858465,48.77230402
404,"KEN","Kenya",18.80712172,18.23006647,18.17813572,18.13354998,18.21095263,18.17012348,17.34143859,17.50799139,17.7564112,18.77427081,17.63596001,17.52150836,18.14397092,19.26236827,20.27007192,20.14634477,19.58197777,28.48106106,29.09679216,28.02887555,28.11098125,29.0048575,29.00334785,28.2475841,28.25029735
296,"KIR","Kiribati",0.011445267,0.011509568,0.011637669,0.01176577,0.01189047,0.012014371,0.012379839,0.012582506,0.012785174,0.012987841,0.013534909,0.013821042,0.014398875,0.014575208,0.014819141,0.015063075,0.015257722,0.015473269,0.015648716,0.015819964,0.016113811,0.016269328,0.016577046,0.016726264,0.017031981
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",48.61997369,55.50936388,62.45681707,69.41831347,76.37049546,83.32735065,83.90783329,84.47815472,85.04588965,85.62212578,86.20052331,89.92515633,93.66849416,97.40237738,101.1177149,104.8353398,105.2579687,105.6740769,106.0909985,106.5118253,106.937503,107.1496512,107.3585873,107.5795662,107.8082949
417,"KGZ","Kyrgyzstan",6.278587012,5.824012834,5.38988942,4.83034898,4.21643174,3.4103584,3.20551514,3.07461258,3.05867962,3.03253706,3.0055863,3.0199979,3.0446309,3.0592648,3.0424961,3.0877267,3.155837262,3.223838124,3.315304185,3.505785847,3.568582009,3.667997095,3.754848781,3.870582867,3.994115053
418,"LAO","Laos",5.938964035,5.848265863,6.016180791,6.036835019,6.279359048,6.279671976,6.37384234,6.183361204,7.289364268,6.531150232,6.199211296,5.343639075,6.222756454,5.867149133,8.597011312,7.312163391,6.222214838,9.059977085,6.184764931,6.806860378,10.84188222,6.586962399,8.309435573,8.425333648,8.355523522
428,"LVA","Latvia",4.42725974,4.332059956,4.202627603,3.70536807,2.771830437,2.506127004,2.471600136,2.393439767,2.322465199,2.194263431,2.104961663,2.093838667,2.15686237,2.152429774,2.117366478,2.114254081,2.135282394,2.115401306,2.143914619,2.099477931,2.090949744,2.094142794,2.096166244,2.112470893,2.142731943
422,"LBN","Lebanon",1.078408096,1.129503231,1.167476666,1.204156801,1.241106736,1.267713971,1.403698253,1.520135935,1.642590917,1.764414498,1.87908948,1.884878258,1.900310336,1.911951615,1.917755493,1.934370471,1.95889652,1.97082127,1.997617919,2.015716868,2.019036118,2.068452434,2.08053505,2.088475466,2.100898083
426,"LSO","Lesotho",1.018729336,1.036089652,1.131986567,1.119927182,1.107237497,1.084621313,1.034294081,1.012987448,0.995594816,1.233082484,1.179702352,1.229566676,1.078664001,1.163755225,1.06954975,1.186473774,1.095882683,1.175804692,1.1078582,1.115150409,1.145817918,1.100647505,1.115163193,1.15885538,1.156063567
430,"LBR","Liberia",0.575407006,0.547655141,0.542413576,0.51795631,0.506429245,0.500593479,0.519547424,0.543975069,0.578388314,0.584826459,0.596927004,0.596758285,0.602265166,0.632283447,0.632015628,0.669665208,0.680029573,0.709916638,0.768932602,0.953148767,0.826798232,0.846091548,0.967487964,0.89912178,0.927032297
434,"LBY","Libya",56.43479445,56.6001319,56.74410955,56.8935749,57.06067726,57.26752621,57.63347126,57.8857616,58.26968225,58.4955117,58.70474095,60.94963348,63.16598151,65.44402494,67.72840817,69.98838379,72.04872366,74.06726623,76.029285,78.02643876,80.03468533,78.73027888,77.42450974,76.12689999,74.81188715
438,"LIE","Liechtenstein",0.015571004,0.015454293,0.015012281,0.01452687,0.014628259,0.014619747,0.015026446,0.014881746,0.014677345,0.014016544,0.013801843,0.014331671,0.014571599,0.014754526,0.014909954,0.015390882,0.016039473,0.016478264,0.016593155,0.016680646,0.016258537,0.01596867,0.016240203,0.015697736,0.016168369
440,"LTU","Lithuania",6.792805717,6.634027106,6.420681087,5.369499025,4.762536263,4.331602701,4.209093288,4.199433476,4.166753464,3.988134951,3.864066139,3.565610578,3.599528818,3.644068257,3.698270897,3.657482336,3.658952205,3.694777073,3.615291642,3.552344111,3.528980179,3.493124577,3.437814675,3.386016473,3.334166271
442,"LUX","Luxembourg",0.51091333,0.51345908,0.506747772,0.503849846,0.502082953,0.507548376,0.504359979,0.495208088,0.48913854,0.504694672,0.473803274,0.474115145,0.463843816,0.453611588,0.449929959,0.44943483,0.443909229,0.454118529,0.459092028,0.459873327,0.463721826,0.456160136,0.450980245,0.462482855,0.472171064
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","Macedonia",2.235790957,2.201194297,2.019790529,2.028112641,2.019472053,2.023441265,2.039671616,1.995908567,1.955063518,1.893967168,1.935182519,1.884507222,1.872898924,1.871053026,1.894440129,1.851849631,1.876789664,1.910809196,1.879447829,1.839570762,1.877024495,1.903424959,1.869881324,1.860095488,1.876986153
450,"MDG","Madagascar",14.95818186,14.93348276,15.13359316,15.40479946,15.14466176,15.25822307,15.70104917,15.23807087,15.98174798,15.71825788,14.83839668,14.84428665,13.19388683,14.311159,13.79972037,15.93867794,15.19635497,15.81924919,14.93487692,16.68827764,17.08645917,16.83307823,16.5756362,16.89549756,16.56655733
454,"MWI","Malawi",7.2306602,6.679249992,6.129041783,5.596567675,4.975505667,4.446149059,4.451948788,4.288914318,4.347902448,4.198435878,4.211656107,4.037114248,4.046105788,4.434726628,4.100719668,4.373998709,4.11075978,4.30967605,4.623966721,4.565132692,5.102481163,5.070433572,5.33586728,5.373966388,5.439358197
458,"MYS","Malaysia",41.59955999,42.89669102,44.13052145,45.41438368,46.7379704,47.86008283,48.78735885,50.69677287,59.55380758,52.7909269,54.24089331,54.42458927,56.85644182,57.10385417,59.15493673,60.43814678,59.40820787,60.55081207,60.83880516,63.68285165,63.26788905,63.76296092,64.6404029,65.94348048,69.48427445
462,"MDV","Maldives",0.04260478,0.044334701,0.046064822,0.047794842,0.049524863,0.051254783,0.052804495,0.054355407,0.055905219,0.057455131,0.059004942,0.060431725,0.061858208,0.063285191,0.064711874,0.066138556,0.068475331,0.070812206,0.073148981,0.075485856,0.077822531,0.077728137,0.077633843,0.077539749,0.077445855
466,"MLI","Mali",8.880657892,8.852392635,8.863301379,8.959752323,9.106236266,9.30444691,9.145689574,9.545526337,11.8711313,12.25828436,11.24496303,11.80856234,11.53113905,11.30765526,12.79711377,12.94442368,12.96284069,13.35362609,14.58358709,14.47571829,14.86991749,15.69128854,15.50440208,15.78743433,16.29108057
470,"MLT","Malta",0.182459371,0.191887331,0.200257091,0.206915551,0.212382111,0.215044371,0.218157602,0.224649534,0.225360966,0.231175498,0.23314723,0.234997946,0.237937363,0.240715879,0.240823696,0.247812412,0.254633744,0.260313475,0.268241607,0.266466238,0.27146297,0.26539403,0.266729291,0.268123452,0.267543712
584,"MHL","Marshall Islands",0,0.021708695,0.022280494,0.022852294,0.023424094,0.023995894,0.024385539,0.024775184,0.025164829,0.025554474,0.025944119,0.026454052,0.026963986,0.027473919,0.027983852,0.028493785,0.029148762,0.029803739,0.030458716,0.031113693,0.03176867,0.03244263,0.03311659,0.03379055,0.03446451
474,"MTQ","Martinique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",3.399250804,3.514652456,3.437818308,3.551264261,3.480264213,3.495219965,3.670389212,3.837085259,3.987740806,4.215017353,4.3778504,4.457568301,4.478953602,4.567957703,4.716513504,4.768047005,4.779377361,4.836173717,4.561170872,4.972859828,5.275366683,5.250630318,5.364409553,5.543536587,5.567179622
