"code","iso","country","PME.raw.2008","PME.raw.2009","PME.raw.2010","PME.raw.2011","PME.raw.2012","PME.raw.2013","PME.raw.2014","PME.raw.2015"
4,"AFG","Afghanistan",13.2613703711028,10.5070193678088,11.9254917992997,11.9669335238947,13.4089859372335,13.0235426258493,12.202900269504,15.2331373925291
8,"ALB","Albania",9.91456241845252,9.0140325231416,9.7203388625195,9.99026037049364,10.2651756651053,9.68780141972711,9.35465328037018,11.8006311055162
12,"DZA","Algeria",6.13864963857647,4.66263225592084,5.44148668630056,5.29028024253686,5.60143102104524,5.39731969635051,6.05306868895224,8.62353881361364
16,"ASM","American Samoa",0.0996477096229008,0.0995110126673868,0.0995110126673868,0.0995110126673868,0.0995110126673868,0.101269413610556,0.199022025334774,0.29726660794566
20,"AND","Andorra",5.69507307443319,5.48002120253945,5.17332453040299,6.07921658888297,6.22985398301282,4.65276580886596,4.82347282551932,5.48241619027087
24,"AGO","Angola",14.9600373189745,14.9761165620395,15.6991407130886,16.2108561919653,16.2679389179446,18.9731269175185,16.1052421938627,17.966577051805
660,"AIA","Anguilla",0.414694166001156,0.476304601985796,0.5,0.5,0.476304601985796,0.576304616388568,0.400000011316463,0.438389564015359
28,"ATG","Antigua and Barbuda",0.52096742404377,0.496396264817205,0.539891263446349,0.497683674570299,0.491718501509541,0.587773528979597,0.415489814784579,0.547520823265443
32,"ARG","Argentina",7.46935208633797,7.19274214510513,6.81733203015603,7.51069028720525,6.68355304826591,7.80055520281937,7.17773828590911,8.50464128147024
51,"ARM","Armenia",16.6454194220475,14.0137594454223,18.589896422969,15.2603026055584,16.8102595796624,16.8813008865059,15.5926487554947,18.1509586835224
533,"ABW","Aruba",1.21152899144582,1.50276220115627,1.30973747149824,1.35550445548567,1.41763303273431,1.38697919742712,1.29057906924514,1.58708611417097
36,"AUS","Australia",2.46194503708383,2.91916289495322,2.40094488242473,2.73939887382217,2.96545707845994,2.68693462316165,2.54901905272303,3.03345755999092
40,"AUT","Austria",12.5966864354718,13.9080085471912,13.7038659241484,13.4909661838713,13.0279013766215,14.0803463873162,15.3970729739215,14.0832298042424
31,"AZE","Azerbaijan",16.5819164073764,14.2536080227485,16.9386057875105,14.845245933949,15.7370839980845,16.1719658756868,16.9298263227348,20.1184986582666
44,"BHS","Bahamas",1.68389463996465,1.37633993024739,1.54642836289303,1.60581256524308,1.69606487644984,1.7454888883207,1.66153443723532,1.37666497231715
48,"BHR","Bahrain",19.0500000839421,21.450001214443,17.2500018449146,16.0333310300586,17.9416637163131,17.5500002469951,13.3000001775466,17.499999933571
50,"BGD","Bangladesh",47.492199806246,54.6832541487556,47.6710692506944,47.5291248750705,54.2636285833225,48.2391109065863,58.190187259432,60.2743338405001
52,"BRB","Barbados",0.53403708618716,0.529371046234992,0.535736302400767,0.48702782967858,0.520929195874383,0.584614147762036,0.516692287399054,0.691719154180709
112,"BLR","Belarus",12.3162231695828,14.7640427104475,16.9598007848732,13.7161112985837,14.2905218614707,13.5216132900899,15.024155221273,15.7490508696706
56,"BEL","Belgium",13.1212166049899,13.6611239633055,15.4805470004778,13.4198014277087,13.7715183294217,12.5240608153507,13.2270102297859,13.5094809095023
84,"BLZ","Belize",2.17423187633588,2.55354047319778,2.9730164739619,4.48781326526437,4.04424762435017,5.21285763293011,2.69781088787227,2.18993510670275
204,"BEN","Benin",11.6377792617085,10.8869769203282,14.3357945756388,12.2130798785182,13.4841268286747,13.278612569509,9.99165035633337,13.20769914428
60,"BMU","Bermuda",1.22209138594795,1.03407739186196,1.12808444505489,1.03407739186196,1.12808444505489,1.04295687250744,1.12808444505489,0.860284211677544
64,"BTN","Bhutan",20.6231536511307,25.1925654924795,20.5881740740953,18.6882189650526,22.939952358913,21.8321737829012,24.2066704326949,23.9241904379603
68,"BOL","Bolivia",8.79320708007171,7.20223462995357,14.4700409156317,9.00275176832168,9.53962490574728,10.5204170549514,10.2771821923398,7.58602135964387
70,"BIH","Bosnia and Herzegovina",10.3088664438078,11.0740080691964,11.6390854819935,12.3666945952421,11.7496372468049,11.0234498919722,12.0954513381696,13.3970359631522
72,"BWA","Botswana",15.1392435913901,12.6379859193764,17.7327605540317,14.1998835542422,14.3034675204573,14.6420477457523,13.3933887553305,20.3169219082432
76,"BRA","Brazil",7.68489260603967,7.50707332164334,8.83467129299986,8.23703161855159,8.53845806389408,8.07021819756465,8.63122648737782,9.60387709825734
92,"VGB","British Virgin Islands",0.495547253370819,0.578959219977096,0.594325915789357,0.585753915999939,0.495299637360583,0.594359588036012,0.487615414452339,0.521115708987434
96,"BRN","Brunei Darussalam",7.89369221806464,13.3620477505025,7.96731613823796,7.74351980840649,11.7289763173604,8.06012480853753,7.2402496598855,9.70749437748124
100,"BGR","Bulgaria",11.6558683933099,9.6387306052622,13.0896022587088,11.2320083612133,11.6325471443209,11.7802356720343,11.8845077271411,12.4259691823945
854,"BFA","Burkina Faso",4.22658719694878,4.26535115362984,5.07649504421355,5.46501801783622,5.8102792788519,4.675313068472,5.19949282454032,6.15764738692773
108,"BDI","Burundi",17.4666403345579,15.9988286865722,15.6046614414141,17.5090539657663,21.4037213463529,20.4288276565827,18.9080519555504,19.8589075441451
116,"KHM","Cambodia",15.5634628951871,14.7433132711494,15.8318228314382,13.6876708257999,16.9921380880119,19.1007746385031,18.1965795031942,17.4928525871758
120,"CMR","Cameroon",11.7771787888456,12.5521932307038,15.5830875254564,13.1361487434395,13.6333497176664,12.898656502895,12.3986293083187,13.6584549957235
124,"CAN","Canada",6.70062279230873,6.35076077190836,6.58077513513375,6.57446807805243,6.9965424984702,6.44686514413669,6.41598849791093,7.40081254971211
132,"CPV","Cape Verde",1.28829517472144,1.17753104580409,0.895128454395806,1.29189805148705,1.27725406363346,1.08751359784858,1.08751359784858,1.6811269071813
136,"CYM","Cayman Islands",1.93606124203765,1.84726690113496,1.89026748521368,1.90027183732056,3.08038369010748,2.65579065941917,2.33555720207403,2.07623314310063
140,"CAF","Central African Republic",14.129217772136,15.1926498572547,16.757469490019,17.1123358840575,15.3413473304858,16.2549772329433,14.7050798946662,15.8994880373044
148,"TCD","Chad",4.98091326201866,6.02954861484603,5.84323727493833,5.57581402939254,5.32206907721146,5.13798255969969,4.38604465606308,5.98401547064702
152,"CHL","Chile",13.1375427327889,12.8671129989374,12.3169264941415,13.575662779943,12.6425534749114,12.8441510675191,12.6476931825011,15.4195815467787
156,"CHN","China",44.4458787424151,43.9934605653296,44.1163993740051,41.627499613111,39.2204794671708,45.163530219061,43.033179539629,43.7522468490888
170,"COL","Colombia",6.51764849367582,7.47273594028201,9.70573623871555,6.39352889193306,9.99062238015213,8.232753495347,7.63826605266103,7.11808663081005
174,"COM","Comoros",1.55824931765806,1.68783743096519,1.88630441587949,1.96399579256819,2.01876537656707,1.91370952944239,1.95866128575418,2.19711379346665
184,"COK","Cook Islands",0.199306408913254,0.197838175661344,0.182439978577086,0.09972346863724,0.19797870402257,0.19944693727448,0.202943579768155,0.292381586083274
188,"CRI","Costa Rica",3.03201491683512,2.82366741330824,1.83671049288351,1.90194401545993,3.61343671220863,3.59835092926431,4.61008953946981,3.27805644978003
384,"CIV","Cote d'Ivoire",9.29034321453234,9.21094434018413,10.6143554868007,12.6309062235572,11.9131578739125,9.72880338040811,7.76339572449604,12.1963245041942
191,"HRV","Croatia",10.6055734841443,12.1343354332665,12.4271056166434,12.8770040233567,11.6730136741491,11.91788359609,13.1588958640825,14.9956349833935
192,"CUB","Cuba",2.82731658722917,2.90698724536761,2.91940878870603,3.16283648168439,4.55134826887465,4.30590636522295,3.45122311207255,2.91111965105746
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",8.75812002836063,6.2097287335135,7.38695323098777,6.59379919523687,7.91018417339854,8.67357365157276,9.35308565360927,12.4170867067175
203,"CZE","Czech Republic",15.1158687297486,18.1137760760658,21.5094508252958,17.8378599202307,17.0930755246523,17.1523772126597,18.5748734713487,19.118246865475
180,"COD","Dem. Rep. Congo",19.948510447949,20.0439606237449,20.8577210827172,21.5856011343324,23.5175388365905,24.2709242214938,22.4661258470479,27.6458077308576
208,"DNK","Denmark",6.81684213085502,8.21286005419974,8.85952646932134,10.0856111461767,7.25995250974623,7.20863298008975,11.5871196202736,8.79144150741637
262,"DJI","Djibouti",6.92222621289105,6.41511204573543,6.92312631661144,8.34027497565299,7.12061138119689,7.08395273915919,6.29545376383306,8.76020826382176
212,"DMA","Dominica",0.804431011985398,0.788537197412659,0.900670625272513,0.735853956856437,0.801437653425171,0.773955284234513,0.66641800509983,1.01894158961904
214,"DOM","Dominican Republic",2.74027793720754,2.78885046441135,3.21635608567803,2.8703656675407,3.26359726230317,2.88629056978446,2.74224234899475,2.84813240128588
218,"ECU","Ecuador",7.0664310144038,7.70270406603624,10.9593217310696,7.34809433470975,14.7871054806823,9.48553510319884,7.30453642386594,7.39934373153124
818,"EGY","Egypt",7.90931503407546,7.34749508840418,7.62944742448863,6.21437577356596,6.96159603964845,7.79217490737278,7.6436194578062,10.8796989368198
222,"SLV","El Salvador",7.60662434162748,7.06955169330779,7.13697184254732,9.74141162983895,9.95697533069074,11.2361049433211,6.97952159966113,7.76070889544949
226,"GNQ","Equatorial Guinea",12.0024368234419,11.1646999466069,15.6492330436938,15.0229498379178,12.386122186185,11.5304858613424,13.7612500990914,13.8006188703624
232,"ERI","Eritrea",6.46722273630449,6.28349595111958,6.84013656555712,6.84385101432057,6.13112188009515,7.25576708187029,5.50578752702804,7.39971605548698
233,"EST","Estonia",7.03999241824688,8.23539395015772,9.74891196344166,7.52548670010799,7.11325384038912,7.18312051462621,10.7657380680279,6.26435338656805
231,"ETH","Ethiopia",10.8226545266097,10.4380686167121,11.9706937806919,13.5104718700348,12.3147004203308,12.6816196879543,10.773460283974,17.2615478149687
234,"FRO","Faeroe Islands",1.50419094774566,1.31735210304781,1.11768618287403,1.40103272587133,1.15361165199568,1.21850073169438,1.69494124322851,0.974223942461695
238,"FLK","Falkland Islands",0.285800187791555,0.268218693260082,0.290652041616905,0.310241057965068,0.27642256075022,0.269202449414905,0.269917403696015,0.281990704112393
242,"FJI","Fiji",0.183882537582947,0.196909318404039,0.174894553158553,0.116949992901244,0.18698367016637,0.189923027472959,0.192929686751682,0.199231784812544
246,"FIN","Finland",5.83578796360444,7.10642185398742,7.49064685616343,6.81890084090815,5.42526767162815,5.28080360836973,8.76120374358808,5.33029011091528
250,"FRA","France",11.018106096772,11.595976850761,11.6314978761716,11.5040387274909,11.5337701258174,11.274056715836,11.1931742526819,10.6999577188289
254,"GUF","French Guiana",0.799459643034475,0.626518480519658,0.571703225622598,0.559248967793325,0.861463720973202,0.89443103924188,0.745283061852142,0.89553002185473
